retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,70,1,practice,,,500,False,,,,32450,False,1
00:39.9,39930,1916640,,exhale,70,2,practice,,,200,False,,,,40130,False,2
00:48.0,48000,2304000,,inhale,70,3,practice,,,500,False,,,,48500,False,1
00:56.0,55950,2685600,,exhale,70,4,practice,,,300,False,,,,56250,False,2
01:4.0,64019,3072912,,inhale,70,5,practice,,,300,False,,,,64319,False,1
01:12.0,72000,3456000,,exhale,70,6,practice,,,400,False,,,,72400,False,2
01:20.1,80069,3843359,,inhale,70,7,practice,,,500,False,,,,80569,False,1
01:28.0,88020,4224960,,exhale,70,8,practice,,,200,False,,,,88220,False,2
01:36.1,96090,4612320,,inhale,70,9,inhalation,white,1000.0,300,True,01:36.4,01:37.4,97390.0,96390,True,1
01:44.1,104070,4995360,,exhale,70,10,exhalation,pink,400.0,500,True,01:44.6,01:45.0,104970.0,104570,True,2
01:52.1,112140,5382720,,inhale,70,11,inhalation,brown,1500.0,400,True,01:52.5,01:54.0,114040.0,112540,True,1
02:0.1,120090,5764320,,exhale,70,12,exhalation,brown,400.0,300,True,02:0.4,02:0.8,120790.0,120390,True,2
02:8.2,128160,6151680,,inhale,70,13,inhalation,blue,190.0,500,True,02:8.7,02:8.8,128850.0,128660,True,1
02:16.1,136139,6534719,,exhale,70,14,baseline,,400.0,100,True,,02:16.6,136639.0,136239,True,2
02:24.2,144180,6920640,,inhale,70,15,baseline,,1000.0,100,True,,02:25.3,145280.0,144280,True,1
02:32.2,152160,7303680,,exhale,70,16,exhalation,white,190.0,300,True,02:32.5,02:32.6,152650.0,152460,True,2
02:40.2,160229,7691039,,inhale,70,17,inhalation,brown,400.0,100,True,02:40.3,02:40.7,160729.0,160329,True,1
02:48.2,168210,8074080,,exhale,70,18,baseline,,1000.0,100,True,,02:49.3,169310.0,168310,True,2
02:56.2,176250,8460000,,inhale,70,19,catch,brown,,300,False,02:56.5,,,176550,False,1
03:4.2,184230,8843040,,exhale,70,20,baseline,,1500.0,500,True,,03:6.2,186230.0,184730,True,2
03:12.3,192300,9230400,,inhale,70,21,baseline,,1500.0,100,True,,03:13.9,193900.0,192400,True,1
03:20.2,200250,9612000,,exhale,70,22,catch,pink,,300,False,03:20.6,,,200550,False,2
03:28.3,208350,10000800,,inhale,70,23,inhalation,brown,190.0,400,True,03:28.8,03:28.9,208940.0,208750,True,1
03:36.3,216300,10382400,,exhale,70,24,exhalation,brown,400.0,200,True,03:36.5,03:36.9,216900.0,216500,True,2
03:44.4,224369,10769712,,inhale,70,25,inhalation,pink,400.0,500,True,03:44.9,03:45.3,225269.0,224869,True,1
03:52.3,232350,11152800,,exhale,70,26,baseline,,700.0,300,True,,03:53.4,233350.0,232650,True,2
04:0.4,240390,11538720,,inhale,70,27,inhalation,blue,700.0,200,True,04:0.6,04:1.3,241290.0,240590,True,1
04:8.4,248370,11921760,,exhale,70,28,exhalation,blue,400.0,300,True,04:8.7,04:9.1,249070.0,248670,True,2
04:16.4,256410,12307680,,inhale,70,29,inhalation,white,1000.0,400,True,04:16.8,04:17.8,257810.0,256810,True,1
04:24.4,264390,12690720,,exhale,70,30,exhalation,blue,400.0,200,True,04:24.6,04:25.0,264990.0,264590,True,2
04:32.5,272459,13078079,,inhale,70,31,inhalation,blue,1500.0,200,True,04:32.7,04:34.2,274159.0,272659,True,1
