retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,71,1,practice,,,300,False,,,,32250,False,1
00:39.9,39930,1916640,,exhale,71,2,practice,,,400,False,,,,40330,False,2
00:48.0,48000,2304000,,inhale,71,3,practice,,,400,False,,,,48400,False,1
00:56.0,55950,2685600,,exhale,71,4,practice,,,500,False,,,,56450,False,2
01:4.0,64019,3072912,,inhale,71,5,practice,,,400,False,,,,64419,False,1
01:12.0,72000,3456000,,exhale,71,6,practice,,,100,False,,,,72100,False,2
01:20.1,80069,3843359,,inhale,71,7,practice,,,200,False,,,,80269,False,1
01:28.0,88020,4224960,,exhale,71,8,practice,,,500,False,,,,88520,False,2
01:36.1,96090,4612320,,inhale,71,9,baseline,,190.0,500,True,,01:36.8,96780.0,96590,True,1
01:44.1,104070,4995360,,exhale,71,10,exhalation,pink,400.0,200,True,01:44.3,01:44.7,104670.0,104270,True,2
01:52.1,112140,5382720,,inhale,71,11,inhalation,white,1000.0,300,True,01:52.4,01:53.4,113440.0,112440,True,1
02:0.1,120090,5764320,,exhale,71,12,exhalation,blue,700.0,400,True,02:0.5,02:1.2,121190.0,120490,True,2
02:8.2,128160,6151680,,inhale,71,13,baseline,,190.0,100,True,,02:8.4,128450.0,128260,True,1
02:16.1,136139,6534719,,exhale,71,14,exhalation,white,190.0,200,True,02:16.3,02:16.5,136529.0,136339,True,2
02:24.2,144180,6920640,,inhale,71,15,baseline,,1500.0,100,True,,02:25.8,145780.0,144280,True,1
02:32.2,152160,7303680,,exhale,71,16,exhalation,blue,1000.0,100,True,02:32.3,02:33.3,153260.0,152260,True,2
02:40.2,160229,7691039,,inhale,71,17,baseline,,1000.0,400,True,,02:41.6,161629.0,160629,True,1
02:48.2,168210,8074080,,exhale,71,18,baseline,,700.0,200,True,,02:49.1,169110.0,168410,True,2
02:56.2,176250,8460000,,inhale,71,19,inhalation,blue,190.0,400,True,02:56.6,02:56.8,176840.0,176650,True,1
03:4.2,184230,8843040,,exhale,71,20,exhalation,pink,400.0,200,True,03:4.4,03:4.8,184830.0,184430,True,2
03:12.3,192300,9230400,,inhale,71,21,baseline,,400.0,400,True,,03:13.1,193100.0,192700,True,1
03:20.2,200250,9612000,,exhale,71,22,catch,blue,,200,False,03:20.4,,,200450,False,2
03:28.3,208350,10000800,,inhale,71,23,inhalation,pink,700.0,500,True,03:28.9,03:29.6,209550.0,208850,True,1
03:36.3,216300,10382400,,exhale,71,24,exhalation,pink,1500.0,400,True,03:36.7,03:38.2,218200.0,216700,True,2
03:44.4,224369,10769712,,inhale,71,25,baseline,,190.0,300,True,,03:44.9,224859.0,224669,True,1
03:52.3,232350,11152800,,exhale,71,26,exhalation,pink,190.0,400,True,03:52.8,03:52.9,232940.0,232750,True,2
04:0.4,240390,11538720,,inhale,71,27,catch,brown,,100,False,04:0.5,,,240490,False,1
04:8.4,248370,11921760,,exhale,71,28,baseline,,1500.0,100,True,,04:10.0,249970.0,248470,True,2
04:16.4,256410,12307680,,inhale,71,29,inhalation,pink,400.0,200,True,04:16.6,04:17.0,257010.0,256610,True,1
04:24.4,264390,12690720,,exhale,71,30,exhalation,blue,1500.0,400,True,04:24.8,04:26.3,266290.0,264790,True,2
04:32.5,272459,13078079,,inhale,71,31,baseline,,700.0,200,True,,04:33.4,273359.0,272659,True,1
04:40.4,280410,13459680,,exhale,71,32,catch,brown,,100,False,04:40.5,,,280510,False,2
04:48.5,288510,13848480,,inhale,71,33,inhalation,white,400.0,300,True,04:48.8,04:49.2,289210.0,288810,True,1
04:56.5,296459,14230079,,exhale,71,34,baseline,,400.0,200,True,,04:57.1,297059.0,296659,True,2
05:4.5,304500,14616000,,inhale,71,35,baseline,,190.0,400,True,,05:5.1,305090.0,304900,True,1
05:12.5,312480,14999040,,exhale,71,36,catch,white,,400,False,05:12.9,,,312880,False,2
05:19.6,319570,15339407,,inhale,71,37,baseline,,700.0,500,True,,05:20.8,320770.0,320070,True,1
05:20.6,320550,15386400,,inhale,71,38,inhalation,brown,190.0,200,True,05:20.8,05:20.9,320940.0,320750,True,1
05:27.5,327520,15721007,,exhale,71,39,baseline,,1500.0,100,True,,05:29.1,329120.0,327620,True,2
05:28.5,328529,15769439,,exhale,71,40,baseline,,1500.0,500,True,,05:30.5,330529.0,329029,True,2
05:35.6,335589,16108319,,inhale,71,41,inhalation,white,190.0,300,True,05:35.9,05:36.1,336079.0,335889,True,1
05:43.6,343570,16491407,,exhale,71,42,exhalation,white,1000.0,400,True,05:44.0,05:45.0,344970.0,343970,True,2
05:51.6,351641,16878768,,inhale,71,43,catch,brown,,500,False,05:52.1,,,352141,False,1
