retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,87,1,practice,,,500,False,,,,32450,False,1
00:39.9,39930,1916640,,exhale,87,2,practice,,,100,False,,,,40030,False,2
00:48.0,48000,2304000,,inhale,87,3,practice,,,400,False,,,,48400,False,1
00:56.0,55950,2685600,,exhale,87,4,practice,,,200,False,,,,56150,False,2
01:4.0,64019,3072912,,inhale,87,5,practice,,,100,False,,,,64119,False,1
01:12.0,72000,3456000,,exhale,87,6,practice,,,200,False,,,,72200,False,2
01:20.1,80069,3843359,,inhale,87,7,practice,,,500,False,,,,80569,False,1
01:28.0,88020,4224960,,exhale,87,8,practice,,,200,False,,,,88220,False,2
01:36.1,96090,4612320,,inhale,87,9,baseline,,1000.0,300,True,,01:37.4,97390.0,96390,True,1
01:44.1,104070,4995360,,exhale,87,10,exhalation,pink,190.0,300,True,01:44.4,01:44.6,104560.0,104370,True,2
01:52.1,112140,5382720,,inhale,87,11,inhalation,brown,400.0,300,True,01:52.4,01:52.8,112840.0,112440,True,1
02:0.1,120090,5764320,,exhale,87,12,baseline,,190.0,200,True,,02:0.5,120480.0,120290,True,2
02:8.2,128160,6151680,,inhale,87,13,inhalation,white,1500.0,200,True,02:8.4,02:9.9,129860.0,128360,True,1
02:16.1,136139,6534719,,exhale,87,14,catch,pink,,100,False,02:16.2,,,136239,False,2
02:24.2,144180,6920640,,inhale,87,15,inhalation,blue,190.0,200,True,02:24.4,02:24.6,144570.0,144380,True,1
02:32.2,152160,7303680,,exhale,87,16,baseline,,700.0,100,True,,02:33.0,152960.0,152260,True,2
02:40.2,160229,7691039,,inhale,87,17,inhalation,pink,700.0,500,True,02:40.7,02:41.4,161429.0,160729,True,1
02:48.2,168210,8074080,,exhale,87,18,baseline,,190.0,200,True,,02:48.6,168600.0,168410,True,2
