retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,58,1,practice,,,200,False,,,,32150,False,1
00:39.9,39930,1916640,,exhale,58,2,practice,,,300,False,,,,40230,False,2
00:48.0,48000,2304000,,inhale,58,3,practice,,,400,False,,,,48400,False,1
00:56.0,55950,2685600,,exhale,58,4,practice,,,400,False,,,,56350,False,2
01:4.0,64019,3072912,,inhale,58,5,practice,,,500,False,,,,64519,False,1
01:12.0,72000,3456000,,exhale,58,6,practice,,,400,False,,,,72400,False,2
01:20.1,80069,3843359,,inhale,58,7,practice,,,200,False,,,,80269,False,1
01:28.0,88020,4224960,,exhale,58,8,practice,,,400,False,,,,88420,False,2
01:36.1,96090,4612320,,inhale,58,9,baseline,,700.0,300,True,,01:37.1,97090.0,96390,True,1
01:44.1,104070,4995360,,exhale,58,10,exhalation,brown,700.0,200,True,01:44.3,01:45.0,104970.0,104270,True,2
01:52.1,112140,5382720,,inhale,58,11,inhalation,brown,700.0,300,True,01:52.4,01:53.1,113140.0,112440,True,1
02:0.1,120090,5764320,,exhale,58,12,exhalation,blue,700.0,500,True,02:0.6,02:1.3,121290.0,120590,True,2
02:8.2,128160,6151680,,inhale,58,13,catch,pink,,200,False,02:8.4,,,128360,False,1
02:16.1,136139,6534719,,exhale,58,14,exhalation,blue,700.0,500,True,02:16.6,02:17.3,137339.0,136639,True,2
02:24.2,144180,6920640,,inhale,58,15,baseline,,1000.0,400,True,,02:25.6,145580.0,144580,True,1
02:32.2,152160,7303680,,exhale,58,16,catch,blue,,300,False,02:32.5,,,152460,False,2
02:40.2,160229,7691039,,inhale,58,17,inhalation,pink,400.0,200,True,02:40.4,02:40.8,160829.0,160429,True,1
02:48.2,168210,8074080,,exhale,58,18,baseline,,1000.0,100,True,,02:49.3,169310.0,168310,True,2
02:56.2,176250,8460000,,inhale,58,19,baseline,,400.0,100,True,,02:56.8,176750.0,176350,True,1
03:4.2,184230,8843040,,exhale,58,20,exhalation,blue,1000.0,400,True,03:4.6,03:5.6,185630.0,184630,True,2
03:12.3,192300,9230400,,inhale,58,21,baseline,,1500.0,200,True,,03:14.0,194000.0,192500,True,1
03:20.2,200250,9612000,,exhale,58,22,exhalation,white,700.0,100,True,03:20.4,03:21.1,201050.0,200350,True,2
03:28.3,208350,10000800,,inhale,58,23,inhalation,blue,700.0,400,True,03:28.8,03:29.4,209450.0,208750,True,1
03:36.3,216300,10382400,,exhale,58,24,baseline,,400.0,100,True,,03:36.8,216800.0,216400,True,2
03:44.4,224369,10769712,,inhale,58,25,baseline,,700.0,500,True,,03:45.6,225569.0,224869,True,1
03:52.3,232350,11152800,,exhale,58,26,exhalation,pink,700.0,200,True,03:52.5,03:53.2,233250.0,232550,True,2
04:0.4,240390,11538720,,inhale,58,27,inhalation,brown,1000.0,500,True,04:0.9,04:1.9,241890.0,240890,True,1
04:8.4,248370,11921760,,exhale,58,28,exhalation,white,400.0,300,True,04:8.7,04:9.1,249070.0,248670,True,2
04:16.4,256410,12307680,,inhale,58,29,inhalation,blue,1000.0,500,True,04:16.9,04:17.9,257910.0,256910,True,1
04:24.4,264390,12690720,,exhale,58,30,exhalation,blue,190.0,200,True,04:24.6,04:24.8,264780.0,264590,True,2
04:32.5,272459,13078079,,inhale,58,31,inhalation,brown,400.0,200,True,04:32.7,04:33.1,273059.0,272659,True,1
04:40.4,280410,13459680,,exhale,58,32,baseline,,190.0,200,True,,04:40.8,280800.0,280610,True,2
04:48.5,288510,13848480,,inhale,58,33,baseline,,1500.0,300,True,,04:50.3,290310.0,288810,True,1
04:56.5,296459,14230079,,exhale,58,34,baseline,,1500.0,300,True,,04:58.3,298259.0,296759,True,2
05:4.5,304500,14616000,,inhale,58,35,inhalation,blue,1500.0,100,True,05:4.6,05:6.1,306100.0,304600,True,1
05:12.5,312480,14999040,,exhale,58,36,exhalation,brown,700.0,100,True,05:12.6,05:13.3,313280.0,312580,True,2
05:19.6,319570,15339407,,inhale,58,37,baseline,,1000.0,200,True,,05:20.8,320770.0,319770,True,1
05:20.6,320550,15386400,,inhale,58,38,inhalation,white,190.0,200,True,05:20.8,05:20.9,320940.0,320750,True,1
05:27.5,327520,15721007,,exhale,58,39,exhalation,white,700.0,300,True,05:27.8,05:28.5,328520.0,327820,True,2
05:28.5,328529,15769439,,exhale,58,40,baseline,,400.0,200,True,,05:29.1,329129.0,328729,True,2
05:35.6,335589,16108319,,inhale,58,41,baseline,,700.0,500,True,,05:36.8,336789.0,336089,True,1
05:43.6,343570,16491407,,exhale,58,42,exhalation,brown,1000.0,500,True,05:44.1,05:45.1,345070.0,344070,True,2
05:51.6,351641,16878768,,inhale,58,43,inhalation,pink,700.0,300,True,05:51.9,05:52.6,352641.0,351941,True,1
05:59.6,359591,17260368,,exhale,58,44,exhalation,pink,400.0,500,True,06:0.1,06:0.5,360491.0,360091,True,2
06:7.7,367661,17647728,,inhale,58,45,inhalation,white,1000.0,300,True,06:8.0,06:9.0,368961.0,367961,True,1
06:15.6,375641,18030768,,exhale,58,46,baseline,,190.0,300,True,,06:16.1,376131.0,375941,True,2
06:23.7,383711,18418128,,inhale,58,47,baseline,,400.0,500,True,,06:24.6,384611.0,384211,True,1
06:31.7,391661,18799728,,exhale,58,48,exhalation,white,700.0,100,True,06:31.8,06:32.5,392461.0,391761,True,2
06:39.7,399731,19187088,,inhale,58,49,inhalation,white,700.0,200,True,06:39.9,06:40.6,400631.0,399931,True,1
06:47.7,407711,19570128,,exhale,58,50,exhalation,pink,700.0,300,True,06:48.0,06:48.7,408711.0,408011,True,2
06:55.8,415751,19956048,,inhale,58,51,inhalation,white,400.0,100,True,06:55.9,06:56.3,416251.0,415851,True,1
07:3.7,423731,20339088,,exhale,58,52,exhalation,brown,1500.0,100,True,07:3.8,07:5.3,425331.0,423831,True,2
07:11.8,431801,20726448,,inhale,58,53,baseline,,1000.0,400,True,,07:13.2,433201.0,432201,True,1
07:19.8,439781,21109488,,exhale,58,54,baseline,,1500.0,200,True,,07:21.5,441481.0,439981,True,2
07:27.8,447821,21495408,,inhale,58,55,inhalation,pink,190.0,300,True,07:28.1,07:28.3,448311.0,448121,True,1
07:35.8,455801,21878448,,exhale,58,56,baseline,,700.0,100,True,,07:36.6,456601.0,455901,True,2
07:43.9,463871,22265808,,inhale,58,57,baseline,,700.0,300,True,,07:44.9,464871.0,464171,True,1
07:51.8,471821,22647408,,exhale,58,58,exhalation,white,1000.0,500,True,07:52.3,07:53.3,473321.0,472321,True,2
