retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,88,1,practice,,,200,False,,,,32150,False,1
00:39.9,39930,1916640,,exhale,88,2,practice,,,500,False,,,,40430,False,2
00:48.0,48000,2304000,,inhale,88,3,practice,,,300,False,,,,48300,False,1
00:56.0,55950,2685600,,exhale,88,4,practice,,,100,False,,,,56050,False,2
01:4.0,64019,3072912,,inhale,88,5,practice,,,200,False,,,,64219,False,1
01:12.0,72000,3456000,,exhale,88,6,practice,,,500,False,,,,72500,False,2
01:20.1,80069,3843359,,inhale,88,7,practice,,,200,False,,,,80269,False,1
01:28.0,88020,4224960,,exhale,88,8,practice,,,100,False,,,,88120,False,2
01:36.1,96090,4612320,,inhale,88,9,inhalation,white,1500.0,300,True,01:36.4,01:37.9,97890.0,96390,True,1
01:44.1,104070,4995360,,exhale,88,10,exhalation,brown,400.0,200,True,01:44.3,01:44.7,104670.0,104270,True,2
01:52.1,112140,5382720,,inhale,88,11,baseline,,400.0,100,True,,01:52.6,112640.0,112240,True,1
02:0.1,120090,5764320,,exhale,88,12,baseline,,400.0,200,True,,02:0.7,120690.0,120290,True,2
02:8.2,128160,6151680,,inhale,88,13,baseline,,400.0,300,True,,02:8.9,128860.0,128460,True,1
02:16.1,136139,6534719,,exhale,88,14,baseline,,1500.0,500,True,,02:18.1,138139.0,136639,True,2
02:24.2,144180,6920640,,inhale,88,15,inhalation,blue,1500.0,300,True,02:24.5,02:26.0,145980.0,144480,True,1
02:32.2,152160,7303680,,exhale,88,16,baseline,,1500.0,500,True,,02:34.2,154160.0,152660,True,2
02:40.2,160229,7691039,,inhale,88,17,baseline,,1000.0,500,True,,02:41.7,161729.0,160729,True,1
02:48.2,168210,8074080,,exhale,88,18,exhalation,pink,700.0,300,True,02:48.5,02:49.2,169210.0,168510,True,2
02:56.2,176250,8460000,,inhale,88,19,inhalation,brown,400.0,400,True,02:56.6,02:57.0,177050.0,176650,True,1
03:4.2,184230,8843040,,exhale,88,20,exhalation,blue,190.0,300,True,03:4.5,03:4.7,184720.0,184530,True,2
03:12.3,192300,9230400,,inhale,88,21,inhalation,brown,1000.0,100,True,03:12.4,03:13.4,193400.0,192400,True,1
03:20.2,200250,9612000,,exhale,88,22,exhalation,pink,1500.0,500,True,03:20.8,03:22.2,202250.0,200750,True,2
03:28.3,208350,10000800,,inhale,88,23,baseline,,700.0,400,True,,03:29.4,209450.0,208750,True,1
03:36.3,216300,10382400,,exhale,88,24,baseline,,700.0,500,True,,03:37.5,217500.0,216800,True,2
03:44.4,224369,10769712,,inhale,88,25,baseline,,700.0,500,True,,03:45.6,225569.0,224869,True,1
03:52.3,232350,11152800,,exhale,88,26,baseline,,190.0,100,True,,03:52.6,232640.0,232450,True,2
04:0.4,240390,11538720,,inhale,88,27,baseline,,1500.0,100,True,,04:2.0,241990.0,240490,True,1
04:8.4,248370,11921760,,exhale,88,28,exhalation,blue,1500.0,100,True,04:8.5,04:10.0,249970.0,248470,True,2
04:16.4,256410,12307680,,inhale,88,29,inhalation,blue,700.0,200,True,04:16.6,04:17.3,257310.0,256610,True,1
04:24.4,264390,12690720,,exhale,88,30,exhalation,white,190.0,100,True,04:24.5,04:24.7,264680.0,264490,True,2
04:32.5,272459,13078079,,inhale,88,31,inhalation,blue,1500.0,500,True,04:33.0,04:34.5,274459.0,272959,True,1
04:40.4,280410,13459680,,exhale,88,32,exhalation,white,400.0,400,True,04:40.8,04:41.2,281210.0,280810,True,2
04:48.5,288510,13848480,,inhale,88,33,inhalation,brown,700.0,500,True,04:49.0,04:49.7,289710.0,289010,True,1
04:56.5,296459,14230079,,exhale,88,34,exhalation,blue,1000.0,400,True,04:56.9,04:57.9,297859.0,296859,True,2
05:4.5,304500,14616000,,inhale,88,35,baseline,,190.0,300,True,,05:5.0,304990.0,304800,True,1
05:12.5,312480,14999040,,exhale,88,36,exhalation,blue,400.0,300,True,05:12.8,05:13.2,313180.0,312780,True,2
05:19.6,319570,15339407,,inhale,88,37,inhalation,pink,700.0,200,True,05:19.8,05:20.5,320470.0,319770,True,1
05:20.6,320550,15386400,,inhale,88,38,baseline,,400.0,200,True,,05:21.1,321150.0,320750,True,1
05:27.5,327520,15721007,,exhale,88,39,exhalation,white,1000.0,300,True,05:27.8,05:28.8,328820.0,327820,True,2
05:28.5,328529,15769439,,exhale,88,40,baseline,,400.0,300,True,,05:29.2,329229.0,328829,True,2
05:35.6,335589,16108319,,inhale,88,41,inhalation,white,400.0,200,True,05:35.8,05:36.2,336189.0,335789,True,1
05:43.6,343570,16491407,,exhale,88,42,exhalation,white,400.0,100,True,05:43.7,05:44.1,344070.0,343670,True,2
05:51.6,351641,16878768,,inhale,88,43,inhalation,white,190.0,100,True,05:51.7,05:51.9,351931.0,351741,True,1
05:59.6,359591,17260368,,exhale,88,44,exhalation,blue,190.0,100,True,05:59.7,05:59.9,359881.0,359691,True,2
06:7.7,367661,17647728,,inhale,88,45,baseline,,190.0,400,True,,06:8.3,368251.0,368061,True,1
06:15.6,375641,18030768,,exhale,88,46,baseline,,1500.0,300,True,,06:17.4,377441.0,375941,True,2
06:23.7,383711,18418128,,inhale,88,47,inhalation,pink,190.0,100,True,06:23.8,06:24.0,384001.0,383811,True,1
06:31.7,391661,18799728,,exhale,88,48,baseline,,1500.0,400,True,,06:33.6,393561.0,392061,True,2
06:39.7,399731,19187088,,inhale,88,49,inhalation,pink,190.0,400,True,06:40.1,06:40.3,400321.0,400131,True,1
06:47.7,407711,19570128,,exhale,88,50,exhalation,pink,190.0,300,True,06:48.0,06:48.2,408201.0,408011,True,2
06:55.8,415751,19956048,,inhale,88,51,inhalation,white,1000.0,100,True,06:55.9,06:56.9,416851.0,415851,True,1
07:3.7,423731,20339088,,exhale,88,52,catch,brown,,400,False,07:4.1,,,424131,False,2
07:11.8,431801,20726448,,inhale,88,53,inhalation,pink,190.0,300,True,07:12.1,07:12.3,432291.0,432101,True,1
07:19.8,439781,21109488,,exhale,88,54,exhalation,brown,1500.0,300,True,07:20.1,07:21.6,441581.0,440081,True,2
07:27.8,447821,21495408,,inhale,88,55,baseline,,190.0,500,True,,07:28.5,448511.0,448321,True,1
07:35.8,455801,21878448,,exhale,88,56,exhalation,white,1000.0,300,True,07:36.1,07:37.1,457101.0,456101,True,2
07:43.9,463871,22265808,,inhale,88,57,inhalation,blue,1000.0,300,True,07:44.2,07:45.2,465171.0,464171,True,1
07:51.8,471821,22647408,,exhale,88,58,catch,blue,,500,False,07:52.3,,,472321,False,2
07:59.9,479921,23036208,,inhale,88,59,baseline,,1500.0,100,True,,08:1.5,481521.0,480021,True,1
08:7.9,487871,23417808,,exhale,88,60,exhalation,pink,1500.0,300,True,08:8.2,08:9.7,489671.0,488171,True,2
08:15.9,495940,23805120,,inhale,88,61,catch,white,,300,False,08:16.2,,,496240,False,1
08:23.9,503921,24188208,,exhale,88,62,baseline,,190.0,400,True,,08:24.5,504511.0,504321,True,2
08:32.0,511961,24574128,,inhale,88,63,inhalation,white,400.0,100,True,08:32.1,08:32.5,512461.0,512061,True,1
08:39.9,519941,24957168,,exhale,88,64,exhalation,blue,700.0,400,True,08:40.3,08:41.0,521041.0,520341,True,2
08:48.0,527981,25343088,,inhale,88,65,inhalation,pink,1000.0,400,True,08:48.4,08:49.4,529381.0,528381,True,1
08:56.0,535961,25726128,,exhale,88,66,exhalation,brown,400.0,500,True,08:56.5,08:56.9,536861.0,536461,True,2
09:4.0,544030,26113487,,inhale,88,67,inhalation,brown,190.0,200,True,09:4.2,09:4.4,544420.0,544230,True,1
09:12.0,551981,26495088,,exhale,88,68,exhalation,white,1000.0,100,True,09:12.1,09:13.1,553081.0,552081,True,2
09:20.1,560081,26883888,,inhale,88,69,inhalation,blue,1500.0,200,True,09:20.3,09:21.8,561781.0,560281,True,1
09:28.0,568030,27265487,,exhale,88,70,exhalation,white,700.0,100,True,09:28.1,09:28.8,568830.0,568130,True,2
09:36.1,576070,27651407,,inhale,88,71,inhalation,pink,700.0,300,True,09:36.4,09:37.1,577070.0,576370,True,1
09:44.1,584050,28034447,,exhale,88,72,exhalation,pink,400.0,200,True,09:44.2,09:44.6,584650.0,584250,True,2
09:45.1,585051,28082448,,inhale,88,73,inhalation,brown,1000.0,400,True,09:45.5,09:46.5,586451.0,585451,True,1
09:53.0,593001,28464048,,exhale,88,74,exhalation,pink,190.0,400,True,09:53.4,09:53.6,593591.0,593401,True,2
10:1.1,601070,28851360,,inhale,88,75,inhalation,white,1000.0,300,True,10:1.4,10:2.4,602370.0,601370,True,1
10:9.1,609051,29234448,,exhale,88,76,baseline,,400.0,400,True,,10:9.9,609851.0,609451,True,2
10:17.1,617121,29621808,,inhale,88,77,inhalation,brown,700.0,300,True,10:17.4,10:18.1,618121.0,617421,True,1
10:25.1,625071,30003408,,exhale,88,78,exhalation,blue,1500.0,500,True,10:25.6,10:27.1,627071.0,625571,True,2
10:33.1,633141,30390768,,inhale,88,79,catch,pink,,100,False,10:33.2,,,633241,False,1
10:41.1,641121,30773808,,exhale,88,80,exhalation,pink,700.0,300,True,10:41.4,10:42.1,642121.0,641421,True,2
10:49.2,649191,31161168,,inhale,88,81,catch,blue,,300,False,10:49.5,,,649491,False,1
10:57.1,657141,31542768,,exhale,88,82,exhalation,blue,190.0,100,True,10:57.2,10:57.4,657431.0,657241,True,2
11:5.2,665211,31930128,,inhale,88,83,catch,white,,500,False,11:5.7,,,665711,False,1
11:13.2,673191,32313168,,exhale,88,84,exhalation,blue,1500.0,200,True,11:13.4,11:14.9,674891.0,673391,True,2
11:21.2,681231,32699088,,inhale,88,85,inhalation,blue,1000.0,400,True,11:21.6,11:22.6,682631.0,681631,True,1
11:29.2,689211,33082128,,exhale,88,86,exhalation,pink,1000.0,100,True,11:29.3,11:30.3,690311.0,689311,True,2
11:37.3,697280,33469487,,inhale,88,87,inhalation,pink,400.0,300,True,11:37.6,11:38.0,697980.0,697580,True,1
11:45.3,705261,33852528,,exhale,88,88,exhalation,blue,400.0,200,True,11:45.5,11:45.9,705861.0,705461,True,2
11:53.3,713301,34238448,,inhale,88,89,baseline,,400.0,100,True,,11:53.8,713801.0,713401,True,1
12:1.3,721281,34621488,,exhale,88,90,baseline,,1500.0,300,True,,12:3.1,723081.0,721581,True,2
12:9.4,729351,35008848,,inhale,88,91,catch,white,,200,False,12:9.6,,,729551,False,1
12:17.3,737301,35390448,,exhale,88,92,baseline,,1500.0,200,True,,12:19.0,739001.0,737501,True,2
12:25.4,745401,35779248,,inhale,88,93,inhalation,white,400.0,100,True,12:25.5,12:25.9,745901.0,745501,True,1
12:33.4,753351,36160848,,exhale,88,94,exhalation,blue,700.0,300,True,12:33.7,12:34.4,754351.0,753651,True,2
12:41.4,761420,36548160,,inhale,88,95,inhalation,blue,700.0,400,True,12:41.8,12:42.5,762520.0,761820,True,1
12:49.4,769401,36931248,,exhale,88,96,exhalation,pink,700.0,400,True,12:49.8,12:50.5,770501.0,769801,True,2
12:57.4,777441,37317168,,inhale,88,97,baseline,,1500.0,400,True,,12:59.3,779341.0,777841,True,1
13:5.4,785421,37700208,,exhale,88,98,exhalation,brown,1500.0,200,True,13:5.6,13:7.1,787121.0,785621,True,2
13:13.5,793461,38086128,,inhale,88,99,inhalation,white,1000.0,500,True,13:14.0,13:15.0,794961.0,793961,True,1
13:21.4,801441,38469168,,exhale,88,100,exhalation,blue,1000.0,500,True,13:21.9,13:22.9,802941.0,801941,True,2
13:29.5,809511,38856528,,inhale,88,101,inhalation,brown,190.0,200,True,13:29.7,13:29.9,809901.0,809711,True,1
13:37.5,817461,39238128,,exhale,88,102,exhalation,white,400.0,400,True,13:37.9,13:38.3,818261.0,817861,True,2
13:45.6,825561,39626928,,inhale,88,103,inhalation,white,1500.0,100,True,13:45.7,13:47.2,827161.0,825661,True,1
13:53.5,833511,40008528,,exhale,88,104,baseline,,700.0,400,True,,13:54.6,834611.0,833911,True,2
