retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,94,1,practice,,,200,False,,,,32150,False,1
00:39.9,39930,1916640,,exhale,94,2,practice,,,200,False,,,,40130,False,2
00:48.0,48000,2304000,,inhale,94,3,practice,,,300,False,,,,48300,False,1
00:56.0,55950,2685600,,exhale,94,4,practice,,,100,False,,,,56050,False,2
01:4.0,64019,3072912,,inhale,94,5,practice,,,300,False,,,,64319,False,1
01:12.0,72000,3456000,,exhale,94,6,practice,,,200,False,,,,72200,False,2
01:20.1,80069,3843359,,inhale,94,7,practice,,,100,False,,,,80169,False,1
01:28.0,88020,4224960,,exhale,94,8,practice,,,300,False,,,,88320,False,2
01:36.1,96090,4612320,,inhale,94,9,inhalation,blue,1000.0,400,True,01:36.5,01:37.5,97490.0,96490,True,1
01:44.1,104070,4995360,,exhale,94,10,baseline,,400.0,400,True,,01:44.9,104870.0,104470,True,2
01:52.1,112140,5382720,,inhale,94,11,inhalation,pink,1500.0,500,True,01:52.6,01:54.1,114140.0,112640,True,1
02:0.1,120090,5764320,,exhale,94,12,catch,white,,300,False,02:0.4,,,120390,False,2
02:8.2,128160,6151680,,inhale,94,13,inhalation,blue,190.0,300,True,02:8.5,02:8.7,128650.0,128460,True,1
02:16.1,136139,6534719,,exhale,94,14,exhalation,pink,1500.0,400,True,02:16.5,02:18.0,138039.0,136539,True,2
02:24.2,144180,6920640,,inhale,94,15,baseline,,700.0,500,True,,02:25.4,145380.0,144680,True,1
02:32.2,152160,7303680,,exhale,94,16,exhalation,pink,1000.0,400,True,02:32.6,02:33.6,153560.0,152560,True,2
02:40.2,160229,7691039,,inhale,94,17,baseline,,190.0,200,True,,02:40.6,160619.0,160429,True,1
02:48.2,168210,8074080,,exhale,94,18,exhalation,white,400.0,200,True,02:48.4,02:48.8,168810.0,168410,True,2
02:56.2,176250,8460000,,inhale,94,19,inhalation,pink,1500.0,300,True,02:56.5,02:58.0,178050.0,176550,True,1
03:4.2,184230,8843040,,exhale,94,20,baseline,,1000.0,100,True,,03:5.3,185330.0,184330,True,2
03:12.3,192300,9230400,,inhale,94,21,inhalation,pink,700.0,200,True,03:12.5,03:13.2,193200.0,192500,True,1
03:20.2,200250,9612000,,exhale,94,22,exhalation,white,400.0,100,True,03:20.4,03:20.8,200750.0,200350,True,2
03:28.3,208350,10000800,,inhale,94,23,inhalation,white,1500.0,400,True,03:28.8,03:30.2,210250.0,208750,True,1
03:36.3,216300,10382400,,exhale,94,24,baseline,,700.0,200,True,,03:37.2,217200.0,216500,True,2
03:44.4,224369,10769712,,inhale,94,25,catch,brown,,200,False,03:44.6,,,224569,False,1
03:52.3,232350,11152800,,exhale,94,26,baseline,,190.0,200,True,,03:52.7,232740.0,232550,True,2
04:0.4,240390,11538720,,inhale,94,27,inhalation,brown,700.0,200,True,04:0.6,04:1.3,241290.0,240590,True,1
04:8.4,248370,11921760,,exhale,94,28,exhalation,blue,190.0,200,True,04:8.6,04:8.8,248760.0,248570,True,2
04:16.4,256410,12307680,,inhale,94,29,baseline,,1500.0,300,True,,04:18.2,258210.0,256710,True,1
04:24.4,264390,12690720,,exhale,94,30,exhalation,brown,400.0,300,True,04:24.7,04:25.1,265090.0,264690,True,2
04:32.5,272459,13078079,,inhale,94,31,baseline,,190.0,100,True,,04:32.7,272749.0,272559,True,1
04:40.4,280410,13459680,,exhale,94,32,exhalation,blue,190.0,500,True,04:40.9,04:41.1,281100.0,280910,True,2
04:48.5,288510,13848480,,inhale,94,33,inhalation,pink,400.0,300,True,04:48.8,04:49.2,289210.0,288810,True,1
04:56.5,296459,14230079,,exhale,94,34,baseline,,190.0,200,True,,04:56.8,296849.0,296659,True,2
05:4.5,304500,14616000,,inhale,94,35,baseline,,190.0,100,True,,05:4.8,304790.0,304600,True,1
05:12.5,312480,14999040,,exhale,94,36,baseline,,700.0,200,True,,05:13.4,313380.0,312680,True,2
05:19.6,319570,15339407,,inhale,94,37,baseline,,1500.0,200,True,,05:21.3,321270.0,319770,True,1
05:20.6,320550,15386400,,inhale,94,38,inhalation,pink,400.0,200,True,05:20.8,05:21.1,321150.0,320750,True,1
05:27.5,327520,15721007,,exhale,94,39,exhalation,blue,400.0,400,True,05:27.9,05:28.3,328320.0,327920,True,2
05:28.5,328529,15769439,,exhale,94,40,exhalation,white,700.0,500,True,05:29.0,05:29.7,329729.0,329029,True,2
