retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type
00:31.9,31950,1533600,,inhale,16,1,practice,,,400,False,,,,32350,False,1
00:39.9,39930,1916640,,exhale,16,2,practice,,,100,False,,,,40030,False,2
00:48.0,48000,2304000,,inhale,16,3,practice,,,100,False,,,,48100,False,1
00:56.0,55950,2685600,,exhale,16,4,practice,,,500,False,,,,56450,False,2
01:4.0,64019,3072912,,inhale,16,5,practice,,,300,False,,,,64319,False,1
01:12.0,72000,3456000,,exhale,16,6,practice,,,300,False,,,,72300,False,2
01:20.1,80069,3843359,,inhale,16,7,practice,,,300,False,,,,80369,False,1
01:28.0,88020,4224960,,exhale,16,8,practice,,,200,False,,,,88220,False,2
01:36.1,96090,4612320,,inhale,16,9,baseline,,190.0,400,True,,01:36.7,96680.0,96490,True,1
01:44.1,104070,4995360,,exhale,16,10,catch,pink,,400,False,01:44.5,,,104470,False,2
01:52.1,112140,5382720,,inhale,16,11,inhalation,white,700.0,500,True,01:52.6,01:53.3,113340.0,112640,True,1
02:0.1,120090,5764320,,exhale,16,12,baseline,,190.0,500,True,,02:0.8,120780.0,120590,True,2
02:8.2,128160,6151680,,inhale,16,13,inhalation,blue,1000.0,100,True,02:8.3,02:9.3,129260.0,128260,True,1
02:16.1,136139,6534719,,exhale,16,14,exhalation,white,400.0,400,True,02:16.5,02:16.9,136939.0,136539,True,2
02:24.2,144180,6920640,,inhale,16,15,inhalation,white,400.0,200,True,02:24.4,02:24.8,144780.0,144380,True,1
02:32.2,152160,7303680,,exhale,16,16,exhalation,pink,1000.0,300,True,02:32.5,02:33.5,153460.0,152460,True,2
02:40.2,160229,7691039,,inhale,16,17,baseline,,1000.0,200,True,,02:41.4,161429.0,160429,True,1
02:48.2,168210,8074080,,exhale,16,18,exhalation,pink,700.0,200,True,02:48.4,02:49.1,169110.0,168410,True,2
02:56.2,176250,8460000,,inhale,16,19,inhalation,brown,1000.0,200,True,02:56.5,02:57.5,177450.0,176450,True,1
03:4.2,184230,8843040,,exhale,16,20,catch,brown,,400,False,03:4.6,,,184630,False,2
03:12.3,192300,9230400,,inhale,16,21,inhalation,pink,190.0,100,True,03:12.4,03:12.6,192590.0,192400,True,1
03:20.2,200250,9612000,,exhale,16,22,baseline,,700.0,300,True,,03:21.2,201250.0,200550,True,2
03:28.3,208350,10000800,,inhale,16,23,inhalation,blue,190.0,300,True,03:28.6,03:28.8,208840.0,208650,True,1
03:36.3,216300,10382400,,exhale,16,24,baseline,,400.0,400,True,,03:37.1,217100.0,216700,True,2
03:44.4,224369,10769712,,inhale,16,25,inhalation,blue,400.0,200,True,03:44.6,03:45.0,224969.0,224569,True,1
03:52.3,232350,11152800,,exhale,16,26,exhalation,brown,400.0,100,True,03:52.5,03:52.9,232850.0,232450,True,2
04:0.4,240390,11538720,,inhale,16,27,inhalation,brown,700.0,300,True,04:0.7,04:1.4,241390.0,240690,True,1
04:8.4,248370,11921760,,exhale,16,28,exhalation,brown,700.0,100,True,04:8.5,04:9.2,249170.0,248470,True,2
04:16.4,256410,12307680,,inhale,16,29,inhalation,white,700.0,200,True,04:16.6,04:17.3,257310.0,256610,True,1
04:24.4,264390,12690720,,exhale,16,30,baseline,,1000.0,300,True,,04:25.7,265690.0,264690,True,2
04:32.5,272459,13078079,,inhale,16,31,baseline,,1500.0,400,True,,04:34.4,274359.0,272859,True,1
04:40.4,280410,13459680,,exhale,16,32,catch,brown,,100,False,04:40.5,,,280510,False,2
04:48.5,288510,13848480,,inhale,16,33,inhalation,brown,700.0,500,True,04:49.0,04:49.7,289710.0,289010,True,1
04:56.5,296459,14230079,,exhale,16,34,catch,white,,400,False,04:56.9,,,296859,False,2
05:4.5,304500,14616000,,inhale,16,35,baseline,,400.0,500,True,,05:5.4,305400.0,305000,True,1
05:12.5,312480,14999040,,exhale,16,36,baseline,,400.0,200,True,,05:13.1,313080.0,312680,True,2
05:19.6,319570,15339407,,inhale,16,37,baseline,,700.0,100,True,,05:20.4,320370.0,319670,True,1
05:20.6,320550,15386400,,inhale,16,38,inhalation,brown,1000.0,400,True,05:20.9,05:21.9,321950.0,320950,True,1
05:27.5,327520,15721007,,exhale,16,39,catch,white,,200,False,05:27.7,,,327720,False,2
05:28.5,328529,15769439,,exhale,16,40,exhalation,pink,700.0,100,True,05:28.6,05:29.3,329329.0,328629,True,2
05:35.6,335589,16108319,,inhale,16,41,inhalation,white,190.0,400,True,05:36.0,05:36.2,336179.0,335989,True,1
05:43.6,343570,16491407,,exhale,16,42,exhalation,blue,700.0,400,True,05:44.0,05:44.7,344670.0,343970,True,2
05:51.6,351641,16878768,,inhale,16,43,inhalation,brown,190.0,500,True,05:52.1,05:52.3,352331.0,352141,True,1
05:59.6,359591,17260368,,exhale,16,44,exhalation,white,700.0,500,True,06:0.1,06:0.8,360791.0,360091,True,2
06:7.7,367661,17647728,,inhale,16,45,inhalation,pink,1000.0,300,True,06:8.0,06:9.0,368961.0,367961,True,1
06:15.6,375641,18030768,,exhale,16,46,exhalation,brown,1500.0,200,True,06:15.8,06:17.3,377341.0,375841,True,2
06:23.7,383711,18418128,,inhale,16,47,inhalation,pink,400.0,100,True,06:23.8,06:24.2,384211.0,383811,True,1
06:31.7,391661,18799728,,exhale,16,48,exhalation,blue,1000.0,300,True,06:32.0,06:33.0,392961.0,391961,True,2
06:39.7,399731,19187088,,inhale,16,49,inhalation,pink,700.0,500,True,06:40.2,06:40.9,400931.0,400231,True,1
06:47.7,407711,19570128,,exhale,16,50,exhalation,brown,400.0,100,True,06:47.8,06:48.2,408211.0,407811,True,2
06:55.8,415751,19956048,,inhale,16,51,baseline,,400.0,200,True,,06:56.4,416351.0,415951,True,1
07:3.7,423731,20339088,,exhale,16,52,baseline,,190.0,300,True,,07:4.2,424221.0,424031,True,2
07:11.8,431801,20726448,,inhale,16,53,inhalation,blue,1000.0,500,True,07:12.3,07:13.3,433301.0,432301,True,1
07:19.8,439781,21109488,,exhale,16,54,baseline,,190.0,400,True,,07:20.4,440371.0,440181,True,2
07:27.8,447821,21495408,,inhale,16,55,inhalation,brown,1500.0,500,True,07:28.3,07:29.8,449821.0,448321,True,1
07:35.8,455801,21878448,,exhale,16,56,exhalation,blue,1000.0,300,True,07:36.1,07:37.1,457101.0,456101,True,2
07:43.9,463871,22265808,,inhale,16,57,inhalation,pink,700.0,300,True,07:44.2,07:44.9,464871.0,464171,True,1
07:51.8,471821,22647408,,exhale,16,58,baseline,,700.0,100,True,,07:52.6,472621.0,471921,True,2
07:59.9,479921,23036208,,inhale,16,59,baseline,,1000.0,400,True,,08:1.3,481321.0,480321,True,1
08:7.9,487871,23417808,,exhale,16,60,exhalation,blue,1500.0,200,True,08:8.1,08:9.6,489571.0,488071,True,2
08:15.9,495940,23805120,,inhale,16,61,inhalation,white,1000.0,300,True,08:16.2,08:17.2,497240.0,496240,True,1
08:23.9,503921,24188208,,exhale,16,62,exhalation,white,1000.0,400,True,08:24.3,08:25.3,505321.0,504321,True,2
08:32.0,511961,24574128,,inhale,16,63,baseline,,1500.0,200,True,,08:33.7,513661.0,512161,True,1
08:39.9,519941,24957168,,exhale,16,64,exhalation,brown,1000.0,300,True,08:40.2,08:41.2,521241.0,520241,True,2
08:48.0,527981,25343088,,inhale,16,65,catch,white,,100,False,08:48.1,,,528081,False,1
08:56.0,535961,25726128,,exhale,16,66,exhalation,white,700.0,300,True,08:56.3,08:57.0,536961.0,536261,True,2
09:4.0,544030,26113487,,inhale,16,67,baseline,,400.0,400,True,,09:4.8,544830.0,544430,True,1
09:12.0,551981,26495088,,exhale,16,68,baseline,,1500.0,300,True,,09:13.8,553781.0,552281,True,2
09:20.1,560081,26883888,,inhale,16,69,inhalation,white,1500.0,300,True,09:20.4,09:21.9,561881.0,560381,True,1
09:28.0,568030,27265487,,exhale,16,70,exhalation,blue,1500.0,100,True,09:28.1,09:29.6,569630.0,568130,True,2
09:36.1,576070,27651407,,inhale,16,71,baseline,,700.0,200,True,,09:37.0,576970.0,576270,True,1
09:44.1,584050,28034447,,exhale,16,72,exhalation,brown,190.0,100,True,09:44.1,09:44.3,584340.0,584150,True,2
09:45.1,585051,28082448,,inhale,16,73,baseline,,190.0,100,True,,09:45.3,585341.0,585151,True,1
09:53.0,593001,28464048,,exhale,16,74,baseline,,700.0,100,True,,09:53.8,593801.0,593101,True,2
10:1.1,601070,28851360,,inhale,16,75,inhalation,brown,1500.0,300,True,10:1.4,10:2.9,602870.0,601370,True,1
10:9.1,609051,29234448,,exhale,16,76,exhalation,blue,1500.0,100,True,10:9.2,10:10.7,610651.0,609151,True,2
10:17.1,617121,29621808,,inhale,16,77,baseline,,1500.0,300,True,,10:18.9,618921.0,617421,True,1
10:25.1,625071,30003408,,exhale,16,78,exhalation,pink,400.0,500,True,10:25.6,10:26.0,625971.0,625571,True,2
10:33.1,633141,30390768,,inhale,16,79,inhalation,brown,190.0,500,True,10:33.6,10:33.8,633831.0,633641,True,1
10:41.1,641121,30773808,,exhale,16,80,exhalation,pink,1000.0,100,True,10:41.2,10:42.2,642221.0,641221,True,2
10:49.2,649191,31161168,,inhale,16,81,baseline,,1000.0,200,True,,10:50.4,650391.0,649391,True,1
10:57.1,657141,31542768,,exhale,16,82,exhalation,blue,190.0,100,True,10:57.2,10:57.4,657431.0,657241,True,2
11:5.2,665211,31930128,,inhale,16,83,inhalation,pink,400.0,200,True,11:5.4,11:5.8,665811.0,665411,True,1
11:13.2,673191,32313168,,exhale,16,84,baseline,,1000.0,400,True,,11:14.6,674591.0,673591,True,2
11:21.2,681231,32699088,,inhale,16,85,baseline,,700.0,300,True,,11:22.2,682231.0,681531,True,1
11:29.2,689211,33082128,,exhale,16,86,catch,blue,,500,False,11:29.7,,,689711,False,2
