participant_id,trial_number,stimulus_type,soa_condition_idx,soa_value_ms,looming_injection_sample,tactile_injection_sample,looming_time_ms,tactile_time_ms,jittered_ms,soa_ms,is_tactile,trial_type
42,34,front,4,1500,3096000,3168000,64500.0,66000.0,64500,66000,True,inhalation
42,47,left,2,700,3859200,3892799,80400.0,81099.97916666667,80400,81100,True,exhalation
42,38,right,3,1000,5409600,5457600,112700.0,113700.0,112700,113700,True,exhalation
42,63,left,3,1000,8860800,8908800,184600.0,185600.0,184600,185600,True,baseline
42,36,left,1,400,10022400,10041600,208800.0,209200.0,208800,209200,True,exhalation
42,32,left,2,700,10795200,10828800,224900.0,225600.0,224900,225600,True,inhalation
42,30,right,0,190,12326351,12335471,256798.97916666663,256988.97916666663,256799,256989,True,inhalation
42,50,left,0,190,15009600,15018720,312700.0,312890.0,312700,312890,True,baseline
42,57,right,2,700,15787199,15820800,328899.9791666666,329600.0,328900,329600,True,baseline
42,68,left,3,1000,16176000,16224000,337000.0,338000.0,337000,338000,False,catch
42,39,right,4,1500,17716800,17788800,369100.0,370600.0,369100,370600,True,exhalation
42,49,left,4,1500,19233600,19305600,400700.0,402200.0,400700,402200,True,exhalation
42,56,front,1,400,19627200,19646400,408900.0,409300.0,408900,409300,True,baseline
42,69,right,4,1500,20016000,20088000,417000.0,418500.0,417000,418500,False,catch
42,58,right,3,1000,21936000,21984000,457000.0,458000.0,457000,458000,True,baseline
42,33,right,3,1000,23088000,23136000,481000.0,482000.0,481000,482000,True,inhalation
42,44,front,4,1500,23870400,23942400,497300.0,498800.0,497300,498800,True,exhalation
42,24,right,4,1500,24623952,24695952,512999.0,514499.0,512999,514499,True,inhalation
42,61,left,1,400,25012752,25031952,521099.00000000006,521499.0,521099,521499,True,baseline
42,21,left,1,400,27691200,27710399,576900.0,577299.9791666666,576900,577300,True,inhalation
42,45,left,0,190,33105600,33114720,689700.0,689890.0,689700,689890,True,exhalation
42,20,left,0,190,33864000,33873120,705500.0,705690.0,705500,705690,True,inhalation
42,41,right,1,400,36172800,36192000,753600.0,754000.0,753600,754000,True,exhalation
42,53,right,3,1000,38097600,38145600,793700.0,794700.0,793700,794700,True,baseline
42,27,front,2,700,38476800,38510400,801600.0,802300.0,801600,802300,True,inhalation
42,31,front,1,400,40003200,40022400,833400.0,833800.0,833400,833800,True,inhalation
42,23,front,3,1000,44625600,44673600,929700.0,930700.0,929700,930700,True,inhalation
42,28,right,3,1000,49247952,49295952,1025999.0,1026999.0,1025999,1026999,True,inhalation
42,52,front,2,700,49636752,49670352,1034098.9999999999,1034799.0,1034099,1034799,True,baseline
42,46,left,1,400,50001552,50020752,1041699.0000000001,1042098.9999999999,1041699,1042099,True,exhalation
42,26,left,1,400,50769600,50788799,1057700.0,1058099.9791666665,1057700,1058100,True,inhalation
42,66,front,1,400,50779200,50798400,1057900.0,1058300.0,1057900,1058300,False,catch
42,64,left,4,1500,51168000,51240000,1066000.0,1067500.0,1066000,1067500,True,baseline
42,55,right,0,190,54230400,54239520,1129800.0,1129990.0,1129800,1129990,True,baseline
42,43,front,3,1000,56174400,56222400,1170300.0,1171300.0,1170300,1171300,True,exhalation
42,62,left,2,700,57326400,57360000,1194300.0,1195000.0,1194300,1195000,True,baseline
42,67,front,2,700,60388799,60422400,1258099.9791666665,1258800.0,1258100,1258800,False,catch
42,48,front,3,1000,62318400,62366400,1298300.0,1299300.0,1298300,1299300,True,exhalation
42,51,front,1,400,63460799,63480000,1322099.9791666665,1322500.0,1322100,1322500,True,baseline
42,40,front,0,190,63854400,63863520,1330300.0,1330490.0,1330300,1330490,True,exhalation
42,35,right,0,190,65400000,65409120,1362500.0,1362690.0,1362500,1362690,True,exhalation
42,42,right,2,700,66936000,66969600,1394500.0,1395200.0,1394500,1395200,True,exhalation
42,60,right,0,190,68078400,68087520,1418300.0,1418490.0,1418300,1418490,True,baseline
42,54,front,4,1500,69619200,69691200,1450400.0,1451900.0,1450400,1451900,True,baseline
42,29,front,4,1500,70780800,70852800,1474600.0,1476100.0,1474600,1476100,True,inhalation
42,37,front,2,700,73070400,73104000,1522300.0,1523000.0,1522300,1523000,True,exhalation
42,22,left,2,700,76924800,76958400,1602600.0,1603300.0,1602600,1603300,True,inhalation
42,25,right,0,190,80006400,80015520,1666800.0,1666990.0,1666800,1666990,True,inhalation
42,59,front,4,1500,84998400,85070400,1770800.0,1772300.0,1770800,1772300,True,baseline
42,65,right,0,190,85761600,85770720,1786700.0,1786890.0,1786700,1786890,False,catch
