participant_id,trial_number,stimulus_type,soa_condition_idx,soa_value_ms,looming_injection_sample,tactile_injection_sample,looming_time_ms,tactile_time_ms,jittered_ms,soa_ms,is_tactile,trial_type
38,42,front,2,700,2332800,2366400,48600.0,49300.0,48600,49300,True,exhalation
38,52,front,2,700,4243200,4276800,88400.0,89100.0,88400,89100,True,baseline
38,46,front,1,400,6945599,6964800,144699.9791666667,145100.0,144700,145100,True,exhalation
38,31,left,1,400,9244800,9264000,192600.0,193000.0,192600,193000,True,inhalation
38,68,front,3,1000,18475200,18523200,384900.0,385900.0,384900,385900,False,catch
38,43,front,3,1000,19238400,19286400,400800.0,401800.0,400800,401800,True,exhalation
38,40,front,0,190,20779200,20788320,432900.0,433090.0,432900,433090,True,exhalation
38,58,front,3,1000,21163200,21211200,440900.0,441900.0,440900,441900,True,baseline
38,37,left,2,700,22329600,22363200,465200.0,465900.0,465200,465900,True,exhalation
38,20,right,0,190,23083200,23092320,480900.0,481090.0,480900,481090,True,inhalation
38,39,right,4,1500,28468800,28540800,593100.0,594600.0,593100,594600,True,exhalation
38,61,right,1,400,28862399,28881600,601299.9791666666,601700.0,601300,601700,True,baseline
38,57,right,2,700,31944000,31977600,665500.0,666200.0,665500,666200,True,baseline
38,69,front,4,1500,32323200,32395200,673400.0,674900.0,673400,674900,False,catch
38,32,front,2,700,32323200,32356800,673400.0,674100.0,673400,674100,True,inhalation
38,65,right,0,190,32692800,32701920,681100.0,681290.0,681100,681290,False,catch
38,60,front,0,190,32692800,32701920,681100.0,681290.0,681100,681290,True,baseline
38,45,left,0,190,33105600,33114720,689700.0,689890.0,689700,689890,True,exhalation
38,51,left,1,400,35788800,35808000,745600.0,746000.0,745600,746000,True,baseline
38,29,left,4,1500,36940800,37012800,769600.0,771100.0,769600,771100,True,inhalation
38,38,left,3,1000,37694400,37742400,785300.0,786300.0,785300,786300,True,exhalation
38,35,right,0,190,39244800,39253920,817600.0,817790.0,817600,817790,True,exhalation
38,41,right,1,400,40771200,40790400,849400.0,849800.0,849400,849800,True,exhalation
38,55,left,0,190,43473600,43482720,905700.0,905890.0,905700,905890,True,baseline
38,48,right,3,1000,43848000,43896000,913500.0,914500.0,913500,914500,True,exhalation
38,22,left,2,700,44620800,44654400,929600.0,930300.0,929600,930300,True,inhalation
38,47,front,2,700,45388800,45422400,945600.0,946300.0,945600,946300,True,exhalation
38,62,front,2,700,47313600,47347200,985700.0,986400.0,985700,986400,True,baseline
38,54,right,4,1500,48849600,48921600,1017700.0,1019200.0,1017700,1019200,True,baseline
38,66,left,1,400,51547200,51566400,1073900.0,1074300.0,1073900,1074300,False,catch
38,30,right,0,190,52310400,52319520,1089800.0,1089990.0,1089800,1089990,True,inhalation
38,44,right,4,1500,53083200,53155200,1105900.0,1107400.0,1105900,1107400,True,exhalation
38,21,right,1,400,53856000,53875200,1122000.0,1122400.0,1122000,1122400,True,inhalation
38,50,front,0,190,54235200,54244319,1129900.0,1130089.9791666665,1129900,1130090,True,baseline
38,24,right,4,1500,56932799,57004799,1186099.9791666665,1187599.9791666665,1186100,1187600,True,inhalation
38,33,front,3,1000,58478400,58526400,1218300.0,1219300.0,1218300,1219300,True,inhalation
38,53,left,3,1000,58862400,58910400,1226300.0,1227300.0,1226300,1227300,True,baseline
38,34,left,4,1500,60019200,60091200,1250400.0,1251900.0,1250400,1251900,True,inhalation
38,59,right,4,1500,61934400,62006400,1290300.0,1291800.0,1290300,1291800,True,baseline
38,49,left,4,1500,63859200,63931200,1330400.0,1331900.0,1330400,1331900,True,exhalation
38,63,left,3,1000,64228799,64276799,1338099.9791666665,1339099.9791666665,1338100,1339100,True,baseline
38,67,right,2,700,68073600,68107200,1418200.0,1418900.0,1418200,1418900,False,catch
38,64,left,4,1500,73473600,73545600,1530700.0,1532200.0,1530700,1532200,True,baseline
38,28,front,3,1000,73852800,73900800,1538600.0,1539600.0,1538600,1539600,True,inhalation
38,36,left,1,400,77707200,77726400,1618900.0,1619300.0,1618900,1619300,True,exhalation
38,26,front,1,400,78456000,78475200,1634500.0,1634900.0,1634500,1634900,True,inhalation
38,23,left,3,1000,80006400,80054400,1666800.0,1667800.0,1666800,1667800,True,inhalation
38,27,front,2,700,81542400,81576000,1698800.0,1699500.0,1698800,1699500,True,inhalation
38,25,right,0,190,83083200,83092320,1730900.0,1731090.0,1730900,1731090,True,inhalation
38,56,right,1,400,85742400,85761600,1786300.0,1786700.0,1786300,1786700,True,baseline
