participant_id,trial_number,stimulus_type,soa_condition_idx,soa_value_ms,looming_injection_sample,tactile_injection_sample,looming_time_ms,tactile_time_ms,jittered_ms,soa_ms,is_tactile,trial_type
80,63,right,3,1000,3470400,3518400,72300.0,73300.0,72300,73300,True,baseline
80,35,left,0,190,5390400,5399520,112300.0,112490.0,112300,112490,True,exhalation
80,27,front,2,700,6182400,6216000,128800.00000000001,129500.0,128800,129500,True,inhalation
80,55,right,0,190,7329599,7338719,152699.9791666667,152889.9791666667,152700,152890,True,baseline
80,22,right,2,700,7723200,7756800,160900.0,161600.0,160900,161600,True,inhalation
80,52,left,2,700,13473600,13507199,280700.0,281399.9791666666,280700,281400,True,baseline
80,42,front,2,700,16176000,16209600,337000.0,337700.0,337000,337700,True,exhalation
80,62,front,2,700,20414400,20448000,425300.0,426000.0,425300,426000,True,baseline
80,48,right,3,1000,20784000,20832000,433000.0,434000.0,433000,434000,True,exhalation
80,31,left,1,400,21547200,21566400,448900.0,449300.0,448900,449300,True,inhalation
80,28,front,3,1000,23102400,23150400,481300.0,482300.0,481300,482300,True,inhalation
80,56,front,1,400,25003152,25022352,520899.0,521299.0,520899,521299,True,baseline
80,44,right,4,1500,25401600,25473600,529200.0,530700.0,529200,530700,True,exhalation
80,30,left,0,190,27691200,27700320,576900.0,577090.0,576900,577090,True,inhalation
80,39,right,4,1500,28478399,28550399,593299.9791666666,594799.9791666666,593300,594800,True,exhalation
80,36,front,1,400,30009600,30028800,625200.0,625600.0,625200,625600,True,exhalation
80,68,left,3,1000,30019200,30067200,625400.0,626400.0,625400,626400,False,catch
80,25,right,0,190,33854400,33863520,705300.0,705490.0,705300,705490,True,inhalation
80,60,front,0,190,34252800,34261920,713600.0,713790.0,713600,713790,True,baseline
80,53,right,3,1000,35025600,35073600,729700.0,730700.0,729700,730700,True,baseline
80,43,front,3,1000,36177600,36225600,753700.0,754700.0,753700,754700,True,exhalation
80,61,front,1,400,36547200,36566400,761400.0,761800.0,761400,761800,True,baseline
80,50,front,0,190,39633600,39642720,825700.0,825890.0,825700,825890,True,baseline
80,20,right,0,190,43099200,43108320,897900.0,898090.0,897900,898090,True,inhalation
80,41,left,1,400,43848000,43867200,913500.0,913900.0,913500,913900,True,exhalation
80,40,left,0,190,50011151,50020272,1041898.9791666667,1042089.0,1041899,1042089,True,exhalation
80,57,left,2,700,51153600,51187200,1065700.0,1066400.0,1065700,1066400,True,baseline
80,46,left,1,400,53088000,53107200,1106000.0,1106400.0,1106000,1106400,True,exhalation
80,64,left,4,1500,54235200,54307200,1129900.0,1131400.0,1129900,1131400,True,baseline
80,67,right,2,700,55392000,55425600,1154000.0,1154700.0,1154000,1154700,False,catch
80,65,front,0,190,56164799,56173920,1170099.9791666665,1170290.0,1170100,1170290,False,catch
80,38,right,3,1000,56160000,56208000,1170000.0,1171000.0,1170000,1171000,True,exhalation
80,54,right,4,1500,58843200,58915200,1225900.0,1227400.0,1225900,1227400,True,baseline
80,21,front,1,400,63086400,63105600,1314300.0,1314700.0,1314300,1314700,True,inhalation
80,59,left,4,1500,63470400,63542400,1322300.0,1323800.0,1322300,1323800,True,baseline
80,33,front,3,1000,64632000,64680000,1346500.0,1347500.0,1346500,1347500,True,inhalation
80,49,front,4,1500,65385600,65457600,1362200.0,1363700.0,1362200,1363700,True,exhalation
80,24,left,4,1500,70776000,70848000,1474500.0,1476000.0,1474500,1476000,True,inhalation
80,26,front,1,400,72316800,72336000,1506600.0,1507000.0,1506600,1507000,True,inhalation
80,51,right,1,400,72696000,72715200,1514500.0,1514900.0,1514500,1514900,True,baseline
80,47,front,2,700,73080000,73113600,1522500.0,1523200.0,1522500,1523200,True,exhalation
80,34,right,4,1500,73862400,73934400,1538800.0,1540300.0,1538800,1540300,True,inhalation
80,66,front,1,400,75777600,75796800,1578700.0,1579100.0,1578700,1579100,False,catch
80,45,right,0,190,79233600,79242720,1650700.0,1650890.0,1650700,1650890,True,exhalation
80,32,right,2,700,80011200,80044800,1666900.0,1667600.0,1666900,1667600,True,inhalation
80,37,left,2,700,80769600,80803200,1682700.0,1683400.0,1682700,1683400,True,exhalation
80,69,right,4,1500,81542400,81614400,1698800.0,1700300.0,1698800,1700300,False,catch
80,23,left,3,1000,83088000,83136000,1731000.0,1732000.0,1731000,1732000,True,inhalation
80,58,left,3,1000,83457600,83505600,1738700.0,1739700.0,1738700,1739700,True,baseline
80,29,left,4,1500,84614400,84686400,1762800.0,1764300.0,1762800,1764300,True,inhalation
