participant_id,trial_number,stimulus_type,soa_condition_idx,soa_value_ms,looming_injection_sample,tactile_injection_sample,looming_time_ms,tactile_time_ms,jittered_ms,soa_ms,is_tactile,trial_type
73,20,right,0,190,1560000,1569120,32500.0,32689.999999999996,32500,32690,True,inhalation
73,42,left,2,700,3868799,3902400,80599.97916666667,81300.0,80600,81300,True,exhalation
73,28,front,3,1000,4627200,4675200,96400.0,97400.0,96400,97400,True,inhalation
73,66,front,1,400,6556800,6576000,136600.0,137000.0,136600,137000,False,catch
73,21,left,1,400,7713599,7732800,160699.9791666667,161100.0,160700,161100,True,inhalation
73,56,left,1,400,9643200,9662400,200900.0,201300.0,200900,201300,True,baseline
73,44,right,4,1500,10017600,10089600,208700.0,210200.0,208700,210200,True,exhalation
73,54,front,4,1500,14246400,14318400,296800.0,298300.0,296800,298300,True,baseline
73,47,left,2,700,14630400,14664000,304800.0,305500.0,304800,305500,True,exhalation
73,53,right,3,1000,16564800,16612800,345100.0,346100.0,345100,346100,True,baseline
73,48,left,3,1000,20798400,20846400,433300.0,434300.0,433300,434300,True,exhalation
73,23,right,3,1000,21547200,21595200,448900.0,449900.0,448900,449900,True,inhalation
73,37,front,2,700,22324800,22358400,465100.0,465800.0,465100,465800,True,exhalation
73,63,front,3,1000,22704000,22752000,473000.0,474000.0,473000,474000,True,baseline
73,27,left,2,700,24633551,24667152,513198.9791666666,513899.0,513199,513899,True,inhalation
73,58,front,3,1000,26548800,26596800,553100.0,554100.0,553100,554100,True,baseline
73,55,right,0,190,29620800,29629920,617100.0,617290.0,617100,617290,True,baseline
73,49,right,4,1500,33100800,33172800,689600.0,691100.0,689600,691100,True,exhalation
73,43,right,3,1000,34632000,34680000,721500.0,722500.0,721500,722500,True,exhalation
73,68,front,3,1000,36561600,36609600,761700.0,762700.0,761700,762700,False,catch
73,26,right,1,400,36936000,36955200,769500.0,769900.0,769500,769900,True,inhalation
73,65,left,0,190,38472000,38481120,801500.0,801690.0,801500,801690,False,catch
73,38,left,3,1000,39240000,39288000,817500.0,818500.0,817500,818500,True,exhalation
73,34,right,4,1500,40012800,40084800,833600.0,835100.0,833600,835100,True,inhalation
73,39,front,4,1500,40766400,40838400,849300.0,850800.0,849300,850800,True,exhalation
73,52,right,2,700,41937600,41971200,873700.0,874400.0,873700,874400,True,baseline
73,46,left,1,400,42331200,42350400,881900.0,882300.0,881900,882300,True,exhalation
73,57,right,2,700,44232000,44265600,921500.0,922200.0,921500,922200,True,baseline
73,24,left,4,1500,44620800,44692800,929600.0,931100.0,929600,931100,True,inhalation
73,51,left,1,400,45004800,45024000,937600.0,938000.0,937600,938000,True,baseline
73,30,front,0,190,47712000,47721120,994000.0,994190.0,994000,994190,True,inhalation
73,40,right,0,190,51542400,51551520,1073800.0,1073990.0,1073800,1073990,True,exhalation
73,61,front,1,400,53476799,53496000,1114099.9791666665,1114500.0,1114100,1114500,True,baseline
73,45,right,0,190,54628799,54637920,1138099.9791666665,1138290.0,1138100,1138290,True,exhalation
73,50,right,0,190,55017600,55026720,1146200.0,1146390.0,1146200,1146390,True,baseline
73,32,front,2,700,58478400,58512000,1218300.0,1219000.0,1218300,1219000,True,inhalation
73,62,left,2,700,58862400,58896000,1226300.0,1227000.0,1226300,1227000,True,baseline
73,60,left,0,190,61924799,61933920,1290099.9791666665,1290290.0,1290100,1290290,True,baseline
73,29,front,4,1500,63091200,63163200,1314400.0,1315900.0,1314400,1315900,True,inhalation
73,64,left,4,1500,64228799,64300799,1338099.9791666665,1339599.9791666665,1338100,1339600,True,baseline
73,36,front,1,400,65395200,65414400,1362400.0,1362800.0,1362400,1362800,True,exhalation
73,25,right,0,190,67694400,67703520,1410300.0,1410490.0,1410300,1410490,True,inhalation
73,59,front,4,1500,73478400,73550400,1530800.0,1532300.0,1530800,1532300,True,baseline
73,22,left,2,700,76929600,76963200,1602700.0,1603400.0,1602700,1603400,True,inhalation
73,41,front,1,400,77702400,77721600,1618800.0,1619200.0,1618800,1619200,True,exhalation
73,67,right,2,700,77702400,77736000,1618800.0,1619500.0,1618800,1619500,False,catch
73,69,front,4,1500,78840000,78912000,1642500.0,1644000.0,1642500,1644000,False,catch
73,31,left,1,400,80001600,80020800,1666700.0,1667100.0,1666700,1667100,True,inhalation
73,33,front,3,1000,84614400,84662400,1762800.0,1763800.0,1762800,1763800,True,inhalation
73,35,front,0,190,85382400,85391520,1778800.0,1778990.0,1778800,1778990,True,exhalation
