participant_id,trial_number,stimulus_type,soa_condition_idx,soa_value_ms,looming_injection_sample,tactile_injection_sample,looming_time_ms,tactile_time_ms,jittered_ms,soa_ms,is_tactile,trial_type
84,66,front,1,400,3100799,3120000,64599.97916666667,65000.0,64600,65000,False,catch
84,23,left,3,1000,4627200,4675200,96400.0,97400.0,96400,97400,True,inhalation
84,47,left,2,700,6936000,6969599,144500.0,145199.9791666667,144500,145200,True,exhalation
84,46,left,1,400,8491200,8510400,176900.0,177300.0,176900,177300,True,exhalation
84,51,left,1,400,9643200,9662400,200900.0,201300.0,200900,201300,True,baseline
84,36,right,1,400,10008000,10027200,208500.0,208900.0,208500,208900,True,exhalation
84,65,left,0,190,10790400,10799520,224800.0,224990.0,224800,224990,False,catch
84,63,front,3,1000,11160000,11208000,232500.0,233500.0,232500,233500,True,baseline
84,25,front,0,190,12321552,12330672,256699.0,256889.0,256699,256889,True,inhalation
84,26,front,1,400,15403199,15422400,320899.9791666666,321300.0,320900,321300,True,inhalation
84,48,front,3,1000,16176000,16224000,337000.0,338000.0,337000,338000,True,exhalation
84,58,left,3,1000,17332800,17380800,361100.0,362100.0,361100,362100,True,baseline
84,32,right,2,700,18465600,18499200,384700.0,385400.0,384700,385400,True,inhalation
84,44,right,4,1500,19243200,19315200,400900.0,402400.0,400900,402400,True,exhalation
84,62,front,2,700,19646400,19680000,409300.0,410000.0,409300,410000,True,baseline
84,55,front,0,190,21172800,21181920,441100.0,441290.0,441100,441290,True,baseline
84,24,front,4,1500,21566400,21638400,449300.0,450800.0,449300,450800,True,inhalation
84,43,right,3,1000,22324800,22372800,465100.0,466100.0,465100,466100,True,exhalation
84,69,front,4,1500,22320000,22392000,465000.0,466500.0,465000,466500,False,catch
84,54,right,4,1500,22708800,22780800,473100.0,474600.0,473100,474600,True,baseline
84,21,right,1,400,24628752,24647952,513099.00000000006,513499.0,513099,513499,True,inhalation
84,50,right,0,190,26548800,26557920,553100.0,553290.0,553100,553290,True,baseline
84,35,right,0,190,33091200,33100320,689400.0,689590.0,689400,689590,True,exhalation
84,22,front,2,700,33868800,33902400,705600.0,706300.0,705600,706300,True,inhalation
84,29,right,4,1500,35395200,35467200,737400.0,738900.0,737400,738900,True,inhalation
84,37,front,2,700,37708800,37742400,785600.0,786300.0,785600,786300,True,exhalation
84,53,left,3,1000,38856000,38904000,809500.0,810500.0,809500,810500,True,baseline
84,60,right,0,190,40396800,40405920,841600.0,841790.0,841600,841790,True,baseline
84,64,right,4,1500,45000000,45072000,937500.0,939000.0,937500,939000,True,baseline
84,56,left,1,400,48864000,48883200,1018000.0,1018400.0,1018000,1018400,True,baseline
84,20,left,0,190,52305600,52314720,1089700.0,1089890.0,1089700,1089890,True,inhalation
84,39,front,4,1500,54614400,54686400,1137800.0,1139300.0,1137800,1139300,True,exhalation
84,27,left,2,700,55406400,55440000,1154300.0,1155000.0,1154300,1155000,True,inhalation
84,49,left,4,1500,56155200,56227200,1169900.0,1171400.0,1169900,1171400,True,exhalation
84,38,right,3,1000,59232000,59280000,1234000.0,1235000.0,1234000,1235000,True,exhalation
84,28,right,3,1000,61560000,61608000,1282500.0,1283500.0,1282500,1283500,True,inhalation
84,41,left,1,400,63849600,63868799,1330200.0,1330599.9791666665,1330200,1330600,True,exhalation
84,33,right,3,1000,66158400,66206400,1378300.0,1379300.0,1378300,1379300,True,inhalation
84,68,front,3,1000,67315200,67363200,1402400.0,1403400.0,1402400,1403400,False,catch
84,40,front,0,190,68476800,68485920,1426600.0,1426790.0,1426600,1426790,True,exhalation
84,52,front,2,700,69628800,69662400,1450600.0,1451300.0,1450600,1451300,True,baseline
84,59,left,4,1500,70392000,70464000,1466500.0,1468000.0,1466500,1468000,True,baseline
84,31,front,1,400,70771200,70790400,1474400.0,1474800.0,1474400,1474800,True,inhalation
84,57,right,2,700,71923200,71956800,1498400.0,1499100.0,1498400,1499100,True,baseline
84,67,right,2,700,71918400,71952000,1498300.0,1499000.0,1498300,1499000,False,catch
84,30,left,0,190,72302400,72311520,1506300.0,1506490.0,1506300,1506490,True,inhalation
84,45,front,0,190,76171200,76180320,1586900.0,1587090.0,1586900,1587090,True,exhalation
84,61,front,1,400,76536000,76555200,1594500.0,1594900.0,1594500,1594900,True,baseline
84,34,left,4,1500,80006400,80078400,1666800.0,1668300.0,1666800,1668300,True,inhalation
84,42,left,2,700,82305600,82339200,1714700.0,1715400.0,1714700,1715400,True,exhalation
