retentionslot_timestamp,milliseconds,sample_index,description,breathphase,participant_id,trial_number,trial_type,stimulus_type,soa_value_ms,jitter_ms,is_tactile,looming_stimulus_timestamp,tactile_stimulus_timestamp,soa_ms,jittered_ms,expected_response,marker_type,tactile_time_seconds,audio_start_time,reaction_time,response_time,responded,response_x,response_y
25:17.7,1517721,72850608,,exhale,0,192,exhalation,brown,1500.0,400,True,25:18.1,25:19.6,1519621.0,1518121,True,2,1519.6,2025-03-31T03:53:05.437712,,,False,,
25:25.8,1525791,73237968,,inhale,0,193,baseline,,190.0,400,True,,25:26.4,1526381.0,1526191,True,1,1526.4,2025-03-31T03:53:05.437712,,,False,,
25:33.7,1533741,73619568,,exhale,0,194,exhalation,pink,1000.0,200,True,25:33.9,25:34.9,1534941.0,1533941,True,2,1534.9,2025-03-31T03:53:05.437712,,,False,,
25:41.8,1541841,74008368,,inhale,0,195,baseline,,1500.0,200,True,,25:43.5,1543541.0,1542041,True,1,1543.5,2025-03-31T03:53:05.437712,,,False,,
25:49.8,1549791,74389968,,exhale,0,196,catch,white,,500,False,25:50.3,,,1550291,False,2,,2025-03-31T03:53:05.437712,,,False,,
25:57.9,1557860,74777280,,inhale,0,197,inhalation,blue,700.0,100,True,25:58.0,25:58.7,1558660.0,1557960,True,1,1558.7,2025-03-31T03:53:05.437712,,,False,,
26:5.8,1565841,75160368,,exhale,0,198,exhalation,brown,400.0,500,True,26:6.3,26:6.7,1566741.0,1566341,True,2,1566.7,2025-03-31T03:53:05.437712,,,False,,
26:13.9,1573881,75546288,,inhale,0,199,inhalation,blue,190.0,200,True,26:14.1,26:14.3,1574271.0,1574081,True,1,1574.3,2025-03-31T03:53:05.437712,,,False,,
26:21.9,1581861,75929328,,exhale,0,200,catch,brown,,500,False,26:22.4,,,1582361,False,2,,2025-03-31T03:53:05.437712,,,False,,
26:29.9,1589901,76315248,,inhale,0,201,inhalation,pink,400.0,100,True,26:30.0,26:30.4,1590401.0,1590001,True,1,1590.4,2025-03-31T03:53:05.437712,,,False,,
26:37.9,1597881,76698288,,exhale,0,202,baseline,,700.0,500,True,,26:39.1,1599081.0,1598381,True,2,1599.1,2025-03-31T03:53:05.437712,,,False,,
26:46.0,1605951,77085648,,inhale,0,203,baseline,,1500.0,500,True,,26:48.0,1607951.0,1606451,True,1,1608.0,2025-03-31T03:53:05.437712,,,False,,
26:53.9,1613901,77467248,,exhale,0,204,exhalation,white,1000.0,500,True,26:54.4,26:55.4,1615401.0,1614401,True,2,1615.4,2025-03-31T03:53:05.437712,,,False,,
27:2.0,1622001,77856048,,inhale,0,205,catch,blue,,100,False,27:2.1,,,1622101,False,1,,2025-03-31T03:53:05.437712,,,False,,
27:10.0,1629951,78237648,,exhale,0,206,exhalation,brown,400.0,500,True,27:10.5,27:10.9,1630851.0,1630451,True,2,1630.9,2025-03-31T03:53:05.437712,,,False,,
