participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
24,33,left,inhalation,3,1000,100,01:4.2,01:4.3,01:5.3,64200,64300,65300,True,64.2
24,69,front,catch,4,1500,200,01:12.2,01:12.4,01:13.9,72200,72400,73900,False,72.2
24,29,front,inhalation,4,1500,200,01:36.2,01:36.4,01:37.9,96200,96400,97900,True,96.2
24,50,left,baseline,0,190,500,03:20.4,03:20.9,03:21.1,200400,200900,201090,True,200.4
24,42,front,exhalation,2,700,300,04:32.4,04:32.7,04:33.4,272400,272700,273400,True,272.4
24,49,right,exhalation,4,1500,400,05:4.6,05:5.0,05:6.5,304600,305000,306500,True,304.6
24,25,left,inhalation,0,190,200,05:52.6,05:52.8,05:53.0,352600,352800,352990,True,352.6
24,36,left,exhalation,1,400,200,06:8.6,06:8.8,06:9.2,368600,368800,369200,True,368.6
24,59,right,baseline,4,1500,300,06:16.6,06:16.9,06:18.4,376600,376900,378400,True,376.6
24,47,left,exhalation,2,700,100,06:40.6,06:40.7,06:41.4,400600,400700,401400,True,400.6
24,32,right,inhalation,2,700,300,07:28.8,07:29.1,07:29.8,448800,449100,449800,True,448.8
24,44,front,exhalation,4,1500,300,07:44.8,07:45.1,07:46.6,464800,465100,466600,True,464.8
24,28,front,inhalation,3,1000,400,08:0.8,08:1.2,08:2.2,480800,481200,482200,True,480.8
24,54,front,baseline,4,1500,400,08:8.8,08:9.2,08:10.7,488800,489200,490700,True,488.8
24,40,right,exhalation,0,190,100,08:16.8,08:16.9,08:17.1,496800,496900,497090,True,496.8
24,55,right,baseline,0,190,100,08:24.8,08:24.9,08:25.1,504800,504900,505090,True,504.8
24,62,front,baseline,2,700,300,08:56.8,08:57.1,08:57.8,536800,537100,537800,True,536.8
24,48,left,exhalation,3,1000,100,10:25.0,10:25.1,10:26.1,625000,625100,626100,True,625.0
24,51,front,baseline,1,400,400,10:33.0,10:33.4,10:33.8,633000,633400,633800,True,633.0
24,38,front,exhalation,3,1000,100,10:57.0,10:57.1,10:58.1,657000,657100,658100,True,657.0
24,27,front,inhalation,2,700,500,11:13.0,11:13.5,11:14.2,673000,673500,674200,True,673.0
24,66,right,catch,1,400,300,11:37.2,11:37.5,11:37.9,697200,697500,697900,False,697.2
24,60,front,baseline,0,190,300,11:53.2,11:53.5,11:53.7,713200,713500,713690,True,713.2
24,58,left,baseline,3,1000,300,12:9.2,12:9.5,12:10.5,729200,729500,730500,True,729.2
24,63,left,baseline,3,1000,400,12:41.2,12:41.6,12:42.6,761200,761600,762600,True,761.2
24,65,right,catch,0,190,400,12:41.2,12:41.6,12:41.8,761200,761600,761790,False,761.2
24,26,left,inhalation,1,400,300,12:49.2,12:49.5,12:49.9,769200,769500,769900,True,769.2
24,20,right,inhalation,0,190,200,13:21.2,13:21.4,13:21.6,801200,801400,801590,True,801.2
24,46,right,exhalation,1,400,400,14:9.2,14:9.6,14:10.0,849200,849600,850000,True,849.2
24,43,right,exhalation,3,1000,200,14:41.4,14:41.6,14:42.6,881400,881600,882600,True,881.4
24,68,left,catch,3,1000,200,14:57.4,14:57.6,14:58.6,897400,897600,898600,False,897.4
24,61,right,baseline,1,400,400,15:37.4,15:37.8,15:38.2,937400,937800,938200,True,937.4
24,57,right,baseline,2,700,400,16:9.6,16:10.0,16:10.7,969600,970000,970700,True,969.6
24,21,left,inhalation,1,400,300,16:33.6,16:33.9,16:34.3,993600,993900,994300,True,993.6
24,39,right,exhalation,4,1500,500,16:49.6,16:50.1,16:51.6,1009600,1010100,1011600,True,1009.6
24,64,right,baseline,4,1500,300,17:29.6,17:29.9,17:31.4,1049600,1049900,1051400,True,1049.6
24,35,front,exhalation,0,190,400,18:25.6,18:26.0,18:26.2,1105600,1106000,1106190,True,1105.6
24,24,right,inhalation,4,1500,500,19:45.8,19:46.3,19:47.8,1185800,1186300,1187800,True,1185.8
24,67,right,catch,2,700,500,20:25.8,20:26.3,20:27.0,1225800,1226300,1227000,False,1225.8
24,56,left,baseline,1,400,500,20:41.8,20:42.3,20:42.7,1241800,1242300,1242700,True,1241.8
24,41,front,exhalation,1,400,500,21:6.0,21:6.5,21:6.9,1266000,1266500,1266900,True,1266.0
24,37,left,exhalation,2,700,500,22:42.0,22:42.5,22:43.2,1362000,1362500,1363200,True,1362.0
24,22,right,inhalation,2,700,200,22:58.0,22:58.2,22:58.9,1378000,1378200,1378900,True,1378.0
24,31,front,inhalation,1,400,400,23:30.0,23:30.4,23:30.8,1410000,1410400,1410800,True,1410.0
24,23,left,inhalation,3,1000,100,25:38.4,25:38.5,25:39.5,1538400,1538500,1539500,True,1538.4
24,45,left,exhalation,0,190,200,26:26.4,26:26.6,26:26.8,1586400,1586600,1586790,True,1586.4
24,30,right,inhalation,0,190,500,26:42.4,26:42.9,26:43.1,1602400,1602900,1603090,True,1602.4
24,53,left,baseline,3,1000,300,26:50.4,26:50.7,26:51.7,1610400,1610700,1611700,True,1610.4
24,52,front,baseline,2,700,200,27:6.4,27:6.6,27:7.3,1626400,1626600,1627300,True,1626.4
24,34,front,inhalation,4,1500,200,27:46.4,27:46.6,27:48.1,1666400,1666600,1668100,True,1666.4
