participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
46,37,right,exhalation,2,700,200,00:48.2,00:48.4,00:49.1,48200,48400,49100,True,48.2
46,25,left,inhalation,0,190,200,01:4.2,01:4.4,01:4.6,64200,64400,64590,True,64.2
46,68,right,catch,3,1000,200,01:36.2,01:36.4,01:37.4,96200,96400,97400,False,96.2
46,60,left,baseline,0,190,200,01:44.2,01:44.4,01:44.6,104200,104400,104590,True,104.2
46,57,front,baseline,2,700,400,02:0.2,02:0.6,02:1.3,120200,120600,121300,True,120.2
46,48,left,exhalation,3,1000,200,02:56.4,02:56.6,02:57.6,176400,176600,177600,True,176.4
46,21,front,inhalation,1,400,200,04:16.4,04:16.6,04:17.0,256399,256599,256999,True,256.4
46,55,front,baseline,0,190,200,06:0.6,06:0.8,06:1.0,360600,360800,360990,True,360.6
46,47,right,exhalation,2,700,500,06:8.6,06:9.1,06:9.8,368600,369100,369800,True,368.6
46,40,front,exhalation,0,190,400,07:12.8,07:13.2,07:13.4,432800,433200,433390,True,432.8
46,62,front,baseline,2,700,300,07:20.8,07:21.1,07:21.8,440800,441100,441800,True,440.8
46,51,right,baseline,1,400,100,07:36.8,07:36.9,07:37.3,456800,456900,457300,True,456.8
46,61,right,baseline,1,400,100,07:52.8,07:52.9,07:53.3,472800,472900,473300,True,472.8
46,35,left,exhalation,0,190,400,08:16.8,08:17.2,08:17.4,496800,497200,497390,True,496.8
46,59,right,baseline,4,1500,400,08:24.8,08:25.2,08:26.7,504800,505200,506700,True,504.8
46,50,right,baseline,0,190,300,08:40.8,08:41.1,08:41.3,520799,521099,521289,True,520.8
46,31,left,inhalation,1,400,100,09:36.8,09:36.9,09:37.3,576800,576900,577300,True,576.8
46,29,right,inhalation,4,1500,400,10:9.0,10:9.4,10:10.9,609000,609400,610900,True,609.0
46,65,left,catch,0,190,500,11:5.0,11:5.5,11:5.7,665000,665500,665690,False,665.0
46,58,front,baseline,3,1000,200,12:25.2,12:25.4,12:26.4,745200,745400,746400,True,745.2
46,20,left,inhalation,0,190,500,13:53.2,13:53.7,13:53.9,833200,833700,833890,True,833.2
46,28,right,inhalation,3,1000,100,14:25.4,14:25.5,14:26.5,865400,865500,866500,True,865.4
46,30,front,inhalation,0,190,200,14:57.4,14:57.6,14:57.8,897400,897600,897790,True,897.4
46,46,left,exhalation,1,400,400,15:13.4,15:13.8,15:14.2,913400,913800,914200,True,913.4
46,26,left,inhalation,1,400,500,15:29.4,15:29.9,15:30.3,929400,929900,930300,True,929.4
46,49,front,exhalation,4,1500,300,16:17.6,16:17.9,16:19.4,977600,977900,979400,True,977.6
46,24,right,inhalation,4,1500,400,17:37.6,17:38.0,17:39.5,1057600,1058000,1059500,True,1057.6
46,36,left,exhalation,1,400,400,18:25.6,18:26.0,18:26.4,1105600,1106000,1106400,True,1105.6
46,64,front,baseline,4,1500,300,18:33.6,18:33.9,18:35.4,1113600,1113900,1115400,True,1113.6
46,56,right,baseline,1,400,200,18:49.6,18:49.8,18:50.2,1129600,1129800,1130200,True,1129.6
46,27,front,inhalation,2,700,200,19:13.8,19:14.0,19:14.7,1153800,1154000,1154700,True,1153.8
46,63,left,baseline,3,1000,200,19:21.8,19:22.0,19:23.0,1161800,1162000,1163000,True,1161.8
46,42,front,exhalation,2,700,100,19:29.8,19:29.9,19:30.6,1169800,1169900,1170600,True,1169.8
46,66,left,catch,1,400,400,20:33.8,20:34.2,20:34.6,1233800,1234200,1234600,False,1233.8
46,23,right,inhalation,3,1000,100,20:50.0,20:50.1,20:51.1,1250000,1250100,1251100,True,1250.0
46,39,left,exhalation,4,1500,200,21:6.0,21:6.2,21:7.7,1266000,1266200,1267700,True,1266.0
46,22,left,inhalation,2,700,500,21:22.0,21:22.5,21:23.2,1282000,1282500,1283200,True,1282.0
46,41,front,exhalation,1,400,300,21:38.0,21:38.3,21:38.7,1298000,1298300,1298700,True,1298.0
46,54,left,baseline,4,1500,400,22:2.0,22:2.4,22:3.9,1322000,1322400,1323900,True,1322.0
46,43,front,exhalation,3,1000,200,22:10.0,22:10.2,22:11.2,1330000,1330200,1331200,True,1330.0
46,33,right,inhalation,3,1000,200,24:2.2,24:2.4,24:3.4,1442200,1442400,1443400,True,1442.2
46,44,right,exhalation,4,1500,100,24:18.2,24:18.3,24:19.8,1458200,1458300,1459800,True,1458.2
46,67,right,catch,2,700,500,25:6.2,25:6.7,25:7.4,1506200,1506700,1507400,False,1506.2
46,38,right,exhalation,3,1000,200,25:22.2,25:22.4,25:23.4,1522200,1522400,1523400,True,1522.2
46,53,left,baseline,3,1000,200,25:30.4,25:30.6,25:31.6,1530400,1530600,1531600,True,1530.4
46,45,right,exhalation,0,190,500,26:26.4,26:26.9,26:27.1,1586400,1586900,1587090,True,1586.4
46,69,front,catch,4,1500,100,27:6.4,27:6.5,27:8.0,1626400,1626500,1628000,False,1626.4
46,52,left,baseline,2,700,100,27:38.4,27:38.5,27:39.2,1658400,1658500,1659200,True,1658.4
46,32,front,inhalation,2,700,300,28:50.6,28:50.9,28:51.6,1730600,1730900,1731600,True,1730.6
46,34,front,inhalation,4,1500,400,29:22.6,29:23.0,29:24.5,1762600,1763000,1764500,True,1762.6
