participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
28,39,right,exhalation,4,1500,100,00:48.2,00:48.3,00:49.8,48200,48300,49800,True,48.2
28,49,front,exhalation,4,1500,200,01:20.2,01:20.4,01:21.9,80200,80400,81900,True,80.2
28,25,left,inhalation,0,190,100,01:36.2,01:36.3,01:36.5,96200,96300,96490,True,96.2
28,40,right,exhalation,0,190,400,01:52.2,01:52.6,01:52.8,112200,112600,112790,True,112.2
28,52,left,baseline,2,700,300,02:0.2,02:0.5,02:1.2,120200,120500,121200,True,120.2
28,29,right,inhalation,4,1500,400,02:40.4,02:40.8,02:42.3,160400,160800,162300,True,160.4
28,54,left,baseline,4,1500,100,03:20.4,03:20.5,03:22.0,200400,200500,202000,True,200.4
28,44,right,exhalation,4,1500,300,03:28.4,03:28.7,03:30.2,208400,208700,210200,True,208.4
28,69,right,catch,4,1500,500,04:0.4,04:0.9,04:2.4,240400,240900,242400,False,240.4
28,27,left,inhalation,2,700,500,05:20.6,05:21.1,05:21.8,320600,321100,321800,True,320.6
28,36,right,exhalation,1,400,200,05:36.6,05:36.8,05:37.2,336600,336800,337200,True,336.6
28,50,right,baseline,0,190,500,06:0.6,06:1.1,06:1.3,360600,361100,361290,True,360.6
28,43,left,exhalation,3,1000,200,06:8.6,06:8.8,06:9.8,368600,368800,369800,True,368.6
28,45,front,exhalation,0,190,500,07:12.8,07:13.3,07:13.5,432800,433300,433490,True,432.8
28,60,right,baseline,0,190,100,08:8.8,08:8.9,08:9.1,488800,488900,489090,True,488.8
28,28,left,inhalation,3,1000,300,09:4.8,09:5.1,09:6.1,544800,545100,546100,True,544.8
28,31,right,inhalation,1,400,400,09:36.8,09:37.2,09:37.6,576800,577200,577600,True,576.8
28,26,left,inhalation,1,400,100,10:9.0,10:9.1,10:9.5,609000,609100,609500,True,609.0
28,42,front,exhalation,2,700,100,11:29.2,11:29.3,11:30.0,689200,689300,690000,True,689.2
28,58,front,baseline,3,1000,400,11:37.2,11:37.6,11:38.6,697200,697600,698600,True,697.2
28,24,front,inhalation,4,1500,200,12:17.2,12:17.4,12:18.9,737200,737400,738900,True,737.2
28,47,front,exhalation,2,700,200,12:33.2,12:33.4,12:34.1,753200,753400,754100,True,753.2
28,62,front,baseline,2,700,100,13:29.2,13:29.3,13:30.0,809200,809300,810000,True,809.2
28,66,left,catch,1,400,100,13:45.2,13:45.3,13:45.7,825200,825300,825700,False,825.2
28,64,left,baseline,4,1500,200,14:1.2,14:1.4,14:2.9,841200,841400,842900,True,841.2
28,57,left,baseline,2,700,300,14:17.2,14:17.5,14:18.2,857200,857500,858200,True,857.2
28,56,right,baseline,1,400,500,14:49.4,14:49.9,14:50.3,889400,889900,890300,True,889.4
28,32,front,inhalation,2,700,200,15:29.4,15:29.6,15:30.3,929400,929600,930300,True,929.4
28,59,right,baseline,4,1500,400,17:45.6,17:46.0,17:47.5,1065600,1066000,1067500,True,1065.6
28,35,left,exhalation,0,190,100,18:25.6,18:25.7,18:25.9,1105600,1105700,1105890,True,1105.6
28,20,right,inhalation,0,190,400,19:45.8,19:46.2,19:46.4,1185800,1186200,1186390,True,1185.8
28,65,front,catch,0,190,500,20:9.8,20:10.3,20:10.5,1209800,1210300,1210490,False,1209.8
28,51,right,baseline,1,400,500,20:41.8,20:42.3,20:42.7,1241800,1242300,1242700,True,1241.8
28,22,front,inhalation,2,700,500,20:50.0,20:50.5,20:51.2,1250000,1250500,1251200,True,1250.0
28,21,right,inhalation,1,400,300,23:30.0,23:30.3,23:30.7,1410000,1410300,1410700,True,1410.0
28,30,left,inhalation,0,190,400,24:2.2,24:2.6,24:2.8,1442200,1442600,1442790,True,1442.2
28,53,front,baseline,3,1000,400,24:10.2,24:10.6,24:11.6,1450200,1450600,1451600,True,1450.2
28,48,left,exhalation,3,1000,300,24:50.2,24:50.5,24:51.5,1490200,1490500,1491500,True,1490.2
28,68,right,catch,3,1000,500,25:14.2,25:14.7,25:15.7,1514200,1514700,1515700,False,1514.2
28,33,front,inhalation,3,1000,200,25:38.4,25:38.6,25:39.6,1538400,1538600,1539600,True,1538.4
28,23,right,inhalation,3,1000,300,26:10.4,26:10.7,26:11.7,1570400,1570700,1571700,True,1570.4
28,37,left,exhalation,2,700,400,26:26.4,26:26.8,26:27.5,1586400,1586800,1587500,True,1586.4
28,61,left,baseline,1,400,500,26:34.4,26:34.9,26:35.3,1594400,1594900,1595300,True,1594.4
28,38,front,exhalation,3,1000,200,26:58.4,26:58.6,26:59.6,1618400,1618600,1619600,True,1618.4
28,63,front,baseline,3,1000,200,27:6.4,27:6.6,27:7.6,1626400,1626600,1627600,True,1626.4
28,67,front,catch,2,700,400,27:30.4,27:30.8,27:31.5,1650400,1650800,1651500,False,1650.4
28,34,front,inhalation,4,1500,400,27:46.4,27:46.8,27:48.3,1666400,1666800,1668300,True,1666.4
28,41,left,exhalation,1,400,300,28:2.4,28:2.7,28:3.1,1682400,1682700,1683100,True,1682.4
28,46,right,exhalation,1,400,300,28:34.6,28:34.9,28:35.3,1714600,1714900,1715300,True,1714.6
28,55,front,baseline,0,190,200,28:42.6,28:42.8,28:43.0,1722600,1722800,1722990,True,1722.6
