participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
66,29,left,inhalation,4,1500,100,00:32.2,00:32.3,00:33.8,32200,32300,33800,True,32.2
66,65,left,catch,0,190,500,00:40.2,00:40.7,00:40.9,40200,40700,40890,False,40.2
66,40,right,exhalation,0,190,100,01:20.2,01:20.3,01:20.5,80200,80300,80490,True,80.2
66,21,right,inhalation,1,400,200,01:36.2,01:36.4,01:36.8,96200,96400,96800,True,96.2
66,52,front,baseline,2,700,400,02:0.2,02:0.6,02:1.3,120200,120600,121300,True,120.2
66,54,front,baseline,4,1500,100,02:48.4,02:48.5,02:50.0,168400,168500,170000,True,168.4
66,39,right,exhalation,4,1500,300,04:0.4,04:0.7,04:2.2,240400,240700,242200,True,240.4
66,47,left,exhalation,2,700,200,04:32.4,04:32.6,04:33.3,272400,272600,273300,True,272.4
66,59,front,baseline,4,1500,400,04:56.4,04:56.8,04:58.3,296400,296800,298300,True,296.4
66,66,left,catch,1,400,100,05:44.6,05:44.7,05:45.1,344600,344700,345100,False,344.6
66,33,left,inhalation,3,1000,300,05:52.6,05:52.9,05:53.9,352600,352900,353900,True,352.6
66,44,left,exhalation,4,1500,100,06:8.6,06:8.7,06:10.2,368600,368700,370200,True,368.6
66,22,left,inhalation,2,700,200,06:24.6,06:24.8,06:25.5,384600,384800,385500,True,384.6
66,27,left,inhalation,2,700,500,07:28.8,07:29.3,07:30.0,448800,449300,450000,True,448.8
66,68,right,catch,3,1000,300,07:36.8,07:37.1,07:38.1,456800,457100,458100,False,456.8
66,35,front,exhalation,0,190,100,08:16.8,08:16.9,08:17.1,496800,496900,497090,True,496.8
66,56,front,baseline,1,400,400,08:40.8,08:41.2,08:41.6,520799,521199,521599,True,520.8
66,46,right,exhalation,1,400,200,10:25.0,10:25.2,10:25.6,625000,625200,625600,True,625.0
66,42,front,exhalation,2,700,500,10:57.0,10:57.5,10:58.2,657000,657500,658200,True,657.0
66,45,left,exhalation,0,190,200,13:5.2,13:5.4,13:5.6,785200,785400,785590,True,785.2
66,57,left,baseline,2,700,200,13:29.2,13:29.4,13:30.1,809200,809400,810100,True,809.2
66,50,right,baseline,0,190,300,13:45.2,13:45.5,13:45.7,825200,825500,825690,True,825.2
66,51,left,baseline,1,400,500,14:17.2,14:17.7,14:18.1,857200,857700,858100,True,857.2
66,24,front,inhalation,4,1500,100,14:25.4,14:25.5,14:27.0,865400,865500,867000,True,865.4
66,30,right,inhalation,0,190,400,14:57.4,14:57.8,14:58.0,897400,897800,897990,True,897.4
66,69,front,catch,4,1500,200,16:17.6,16:17.8,16:19.3,977600,977800,979300,False,977.6
66,58,right,baseline,3,1000,400,17:13.6,17:14.0,17:15.0,1033599,1033999,1034999,True,1033.6
66,62,right,baseline,2,700,500,17:45.6,17:46.1,17:46.8,1065600,1066100,1066800,True,1065.6
66,48,front,exhalation,3,1000,100,17:53.6,17:53.7,17:54.7,1073600,1073700,1074700,True,1073.6
66,20,front,inhalation,0,190,100,18:9.6,18:9.7,18:9.9,1089600,1089700,1089890,True,1089.6
66,41,front,exhalation,1,400,400,18:25.6,18:26.0,18:26.4,1105600,1106000,1106400,True,1105.6
66,28,front,inhalation,3,1000,200,18:41.6,18:41.8,18:42.8,1121600,1121800,1122800,True,1121.6
66,53,left,baseline,3,1000,100,19:21.8,19:21.9,19:22.9,1161800,1161900,1162900,True,1161.8
66,49,right,exhalation,4,1500,200,20:33.8,20:34.0,20:35.5,1233800,1234000,1235500,True,1233.8
66,34,right,inhalation,4,1500,500,21:22.0,21:22.5,21:24.0,1282000,1282500,1284000,True,1282.0
66,37,front,exhalation,2,700,400,22:10.0,22:10.4,22:11.1,1330000,1330400,1331100,True,1330.0
66,55,left,baseline,0,190,100,22:18.0,22:18.1,22:18.3,1338000,1338100,1338290,True,1338.0
66,60,left,baseline,0,190,300,22:34.0,22:34.3,22:34.5,1354000,1354300,1354490,True,1354.0
66,61,right,baseline,1,400,100,24:26.2,24:26.3,24:26.7,1466200,1466300,1466700,True,1466.2
66,31,right,inhalation,1,400,300,24:34.2,24:34.5,24:34.9,1474200,1474500,1474900,True,1474.2
66,23,left,inhalation,3,1000,200,25:6.2,25:6.4,25:7.4,1506200,1506400,1507400,True,1506.2
66,63,right,baseline,3,1000,200,25:14.2,25:14.4,25:15.4,1514200,1514400,1515400,True,1514.2
66,25,front,inhalation,0,190,400,25:38.4,25:38.8,25:39.0,1538400,1538800,1538990,True,1538.4
66,67,left,catch,2,700,500,26:26.4,26:26.9,26:27.6,1586400,1586900,1587600,False,1586.4
66,64,front,baseline,4,1500,500,26:34.4,26:34.9,26:36.4,1594400,1594900,1596400,True,1594.4
66,32,front,inhalation,2,700,200,26:42.4,26:42.6,26:43.3,1602400,1602600,1603300,True,1602.4
66,43,right,exhalation,3,1000,400,26:58.4,26:58.8,26:59.8,1618400,1618800,1619800,True,1618.4
66,26,right,inhalation,1,400,500,27:14.4,27:14.9,27:15.3,1634400,1634900,1635300,True,1634.4
66,38,left,exhalation,3,1000,400,28:2.4,28:2.8,28:3.8,1682400,1682800,1683800,True,1682.4
66,36,left,exhalation,1,400,300,28:34.6,28:34.9,28:35.3,1714600,1714900,1715300,True,1714.6
