participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
22,56,right,baseline,1,400,200,00:56.2,00:56.4,00:56.8,56200,56400,56800,True,56.2
22,27,right,inhalation,2,700,500,02:8.4,02:8.9,02:9.6,128400,128900,129600,True,128.4
22,38,left,exhalation,3,1000,300,02:56.4,02:56.7,02:57.7,176400,176700,177700,True,176.4
22,53,right,baseline,3,1000,300,03:4.4,03:4.7,03:5.7,184400,184700,185700,True,184.4
22,25,front,inhalation,0,190,100,03:12.4,03:12.5,03:12.7,192400,192500,192690,True,192.4
22,65,left,catch,0,190,400,03:36.4,03:36.8,03:37.0,216400,216800,216990,False,216.4
22,68,left,catch,3,1000,500,04:48.4,04:48.9,04:49.9,288400,288900,289900,False,288.4
22,55,front,baseline,0,190,400,04:56.4,04:56.8,04:57.0,296400,296800,296990,True,296.4
22,37,left,exhalation,2,700,500,05:4.6,05:5.1,05:5.8,304600,305100,305800,True,304.6
22,58,front,baseline,3,1000,500,05:28.6,05:29.1,05:30.1,328600,329100,330100,True,328.6
22,28,front,inhalation,3,1000,100,05:52.6,05:52.7,05:53.7,352600,352700,353700,True,352.6
22,48,right,exhalation,3,1000,500,07:12.8,07:13.3,07:14.3,432800,433300,434300,True,432.8
22,32,front,inhalation,2,700,500,08:0.8,08:1.3,08:2.0,480800,481300,482000,True,480.8
22,24,right,inhalation,4,1500,300,09:4.8,09:5.1,09:6.6,544800,545100,546600,True,544.8
22,54,right,baseline,4,1500,100,09:28.8,09:28.9,09:30.4,568800,568900,570400,True,568.8
22,57,left,baseline,2,700,400,10:1.0,10:1.4,10:2.1,601000,601400,602100,True,601.0
22,44,front,exhalation,4,1500,400,12:33.2,12:33.6,12:35.1,753200,753600,755100,True,753.2
22,30,right,inhalation,0,190,300,13:21.2,13:21.5,13:21.7,801200,801500,801690,True,801.2
22,59,right,baseline,4,1500,100,13:45.2,13:45.3,13:46.8,825200,825300,826800,True,825.2
22,35,front,exhalation,0,190,400,14:9.2,14:9.6,14:9.8,849200,849600,849790,True,849.2
22,20,left,inhalation,0,190,200,14:25.4,14:25.6,14:25.8,865400,865600,865790,True,865.4
22,26,left,inhalation,1,400,200,16:1.4,16:1.6,16:2.0,961400,961600,962000,True,961.4
22,43,right,exhalation,3,1000,300,16:17.6,16:17.9,16:18.9,977600,977900,978900,True,977.6
22,33,front,inhalation,3,1000,300,17:5.6,17:5.9,17:6.9,1025599,1025899,1026899,True,1025.6
22,49,right,exhalation,4,1500,200,17:21.6,17:21.8,17:23.3,1041599,1041799,1043299,True,1041.6
22,31,front,inhalation,1,400,400,18:9.6,18:10.0,18:10.4,1089600,1090000,1090400,True,1089.6
22,61,front,baseline,1,400,100,18:17.6,18:17.7,18:18.1,1097600,1097700,1098100,True,1097.6
22,46,left,exhalation,1,400,500,18:57.6,18:58.1,18:58.5,1137600,1138100,1138500,True,1137.6
22,36,front,exhalation,1,400,300,19:29.8,19:30.1,19:30.5,1169800,1170100,1170500,True,1169.8
22,50,left,baseline,0,190,100,19:53.8,19:53.9,19:54.1,1193800,1193900,1194090,True,1193.8
22,63,left,baseline,3,1000,400,20:25.8,20:26.2,20:27.2,1225800,1226200,1227200,True,1225.8
22,47,front,exhalation,2,700,500,20:33.8,20:34.3,20:35.0,1233800,1234300,1235000,True,1233.8
22,40,left,exhalation,0,190,400,21:6.0,21:6.4,21:6.6,1266000,1266400,1266590,True,1266.0
22,66,left,catch,1,400,200,21:30.0,21:30.2,21:30.6,1290000,1290200,1290600,False,1290.0
22,41,left,exhalation,1,400,300,21:38.0,21:38.3,21:38.7,1298000,1298300,1298700,True,1298.0
22,23,right,inhalation,3,1000,400,21:54.0,21:54.4,21:55.4,1314000,1314400,1315400,True,1314.0
22,42,right,exhalation,2,700,100,22:42.0,22:42.1,22:42.8,1362000,1362100,1362800,True,1362.0
22,22,right,inhalation,2,700,500,22:58.0,22:58.5,22:59.2,1378000,1378500,1379200,True,1378.0
22,67,right,catch,2,700,400,23:46.2,23:46.6,23:47.3,1426200,1426600,1427300,False,1426.2
22,34,left,inhalation,4,1500,200,24:2.2,24:2.4,24:3.9,1442200,1442400,1443900,True,1442.2
22,29,left,inhalation,4,1500,200,25:6.2,25:6.4,25:7.9,1506200,1506400,1507900,True,1506.2
22,64,front,baseline,4,1500,300,25:30.4,25:30.7,25:32.2,1530400,1530700,1532200,True,1530.4
22,52,front,baseline,2,700,500,25:46.4,25:46.9,25:47.6,1546400,1546900,1547600,True,1546.4
22,51,right,baseline,1,400,500,26:34.4,26:34.9,26:35.3,1594400,1594900,1595300,True,1594.4
22,69,front,catch,4,1500,300,26:34.4,26:34.7,26:36.2,1594400,1594700,1596200,False,1594.4
22,45,front,exhalation,0,190,300,27:30.4,27:30.7,27:30.9,1650400,1650700,1650890,True,1650.4
22,21,left,inhalation,1,400,200,27:46.4,27:46.6,27:47.0,1666400,1666600,1667000,True,1666.4
22,60,left,baseline,0,190,100,28:10.4,28:10.5,28:10.7,1690400,1690500,1690690,True,1690.4
22,62,left,baseline,2,700,300,28:26.6,28:26.9,28:27.6,1706600,1706900,1707600,True,1706.6
22,39,right,exhalation,4,1500,300,29:6.6,29:6.9,29:8.4,1746600,1746900,1748400,True,1746.6
