participant_id,trial_number,stimulus_type,trial_type,soa_condition_idx,soa_value_ms,jitter_ms,timestamp_original,timestamp_after_jitter,timestamp_with_soa,base_ms,jittered_ms,soa_ms,is_tactile,timestamp_sec
31,63,left,baseline,3,1000,200,01:12.2,01:12.4,01:13.4,72200,72400,73400,True,72.2
31,32,front,inhalation,2,700,300,02:8.4,02:8.7,02:9.4,128400,128700,129400,True,128.4
31,44,left,exhalation,4,1500,300,02:56.4,02:56.7,02:58.2,176400,176700,178200,True,176.4
31,52,left,baseline,2,700,300,03:36.4,03:36.7,03:37.4,216400,216700,217400,True,216.4
31,49,left,exhalation,4,1500,400,04:0.4,04:0.8,04:2.3,240400,240800,242300,True,240.4
31,34,left,inhalation,4,1500,400,04:16.4,04:16.8,04:18.3,256399,256799,258299,True,256.4
31,42,left,exhalation,2,700,300,05:4.6,05:4.9,05:5.6,304600,304900,305600,True,304.6
31,33,front,inhalation,3,1000,100,05:20.6,05:20.7,05:21.7,320600,320700,321700,True,320.6
31,29,right,inhalation,4,1500,200,05:52.6,05:52.8,05:54.3,352600,352800,354300,True,352.6
31,68,front,catch,3,1000,500,06:24.6,06:25.1,06:26.1,384600,385100,386100,False,384.6
31,45,right,exhalation,0,190,100,06:40.6,06:40.7,06:40.9,400600,400700,400890,True,400.6
31,53,right,baseline,3,1000,100,07:4.8,07:4.9,07:5.9,424800,424900,425900,True,424.8
31,41,front,exhalation,1,400,300,07:44.8,07:45.1,07:45.5,464800,465100,465500,True,464.8
31,50,left,baseline,0,190,500,07:52.8,07:53.3,07:53.5,472800,473300,473490,True,472.8
31,37,front,exhalation,2,700,400,08:48.8,08:49.2,08:49.9,528800,529200,529900,True,528.8
31,25,right,inhalation,0,190,400,09:36.8,09:37.2,09:37.4,576800,577200,577390,True,576.8
31,31,right,inhalation,1,400,400,11:45.2,11:45.6,11:46.0,705200,705600,706000,True,705.2
31,56,left,baseline,1,400,100,11:53.2,11:53.3,11:53.7,713200,713300,713700,True,713.2
31,40,right,exhalation,0,190,500,12:1.2,12:1.7,12:1.9,721200,721700,721890,True,721.2
31,39,front,exhalation,4,1500,300,12:33.2,12:33.5,12:35.0,753200,753500,755000,True,753.2
31,24,front,inhalation,4,1500,500,12:49.2,12:49.7,12:51.2,769200,769700,771200,True,769.2
31,58,front,baseline,3,1000,500,12:57.2,12:57.7,12:58.7,777200,777700,778700,True,777.2
31,61,front,baseline,1,400,400,14:1.2,14:1.6,14:2.0,841200,841600,842000,True,841.2
31,64,right,baseline,4,1500,500,14:33.4,14:33.9,14:35.4,873400,873900,875400,True,873.4
31,67,left,catch,2,700,400,15:37.4,15:37.8,15:38.5,937400,937800,938500,False,937.4
31,23,left,inhalation,3,1000,200,16:1.4,16:1.6,16:2.6,961400,961600,962600,True,961.4
31,30,right,inhalation,0,190,200,17:5.6,17:5.8,17:6.0,1025599,1025799,1025989,True,1025.6
31,48,right,exhalation,3,1000,300,17:53.6,17:53.9,17:54.9,1073600,1073900,1074900,True,1073.6
31,20,front,inhalation,0,190,300,18:41.6,18:41.9,18:42.1,1121600,1121900,1122090,True,1121.6
31,46,front,exhalation,1,400,200,18:57.6,18:57.8,18:58.2,1137600,1137800,1138200,True,1137.6
31,28,right,inhalation,3,1000,100,19:45.8,19:45.9,19:46.9,1185800,1185900,1186900,True,1185.8
31,47,left,exhalation,2,700,400,20:1.8,20:2.2,20:2.9,1201800,1202200,1202900,True,1201.8
31,54,left,baseline,4,1500,500,20:41.8,20:42.3,20:43.8,1241800,1242300,1243800,True,1241.8
31,22,front,inhalation,2,700,200,20:50.0,20:50.2,20:50.9,1250000,1250200,1250900,True,1250.0
31,62,right,baseline,2,700,500,21:14.0,21:14.5,21:15.2,1274000,1274500,1275200,True,1274.0
31,27,left,inhalation,2,700,200,22:26.0,22:26.2,22:26.9,1346000,1346200,1346900,True,1346.0
31,51,front,baseline,1,400,400,22:50.0,22:50.4,22:50.8,1370000,1370400,1370800,True,1370.0
31,38,left,exhalation,3,1000,500,23:46.2,23:46.7,23:47.7,1426200,1426700,1427700,True,1426.2
31,55,front,baseline,0,190,100,25:14.2,25:14.3,25:14.5,1514200,1514300,1514490,True,1514.2
31,69,front,catch,4,1500,300,25:54.4,25:54.7,25:56.2,1554400,1554700,1556200,False,1554.4
31,60,right,baseline,0,190,300,26:34.4,26:34.7,26:34.9,1594400,1594700,1594890,True,1594.4
31,26,left,inhalation,1,400,400,26:42.4,26:42.8,26:43.2,1602400,1602800,1603200,True,1602.4
31,57,front,baseline,2,700,200,26:50.4,26:50.6,26:51.3,1610400,1610600,1611300,True,1610.4
31,35,right,exhalation,0,190,200,28:2.4,28:2.6,28:2.8,1682400,1682600,1682790,True,1682.4
31,65,front,catch,0,190,100,28:10.4,28:10.5,28:10.7,1690400,1690500,1690690,False,1690.4
31,59,right,baseline,4,1500,100,28:26.6,28:26.7,28:28.2,1706600,1706700,1708200,True,1706.6
31,66,right,catch,1,400,100,28:58.6,28:58.7,28:59.1,1738600,1738700,1739100,False,1738.6
31,36,right,exhalation,1,400,100,29:6.6,29:6.7,29:7.1,1746600,1746700,1747100,True,1746.6
31,21,left,inhalation,1,400,100,29:22.6,29:22.7,29:23.1,1762600,1762700,1763100,True,1762.6
31,43,front,exhalation,3,1000,100,29:38.6,29:38.7,29:39.7,1778600,1778700,1779700,True,1778.6
